,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
10,"['STC', '$ABC', 'Dec', '875925', 'Call', 'Spreads', 'at', '405-410', 'closes', 'trade', 'since', 'Jun', '23']",2014-12-19,10:43:32,EST,30464748,ABC,"[u'suggested', u'official']",65422,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
11,"['Nice', 'continuation', 'for', '$YY', 'day', '3', 'it', '39s', 'all', 'or', 'nothing', 'with', 'that', 'one', 'looking', 'to', 'regain', '$70', 'to', 'look', 'better', '$VIPS', '$BITA', '$WUBA', 'also', 'well', 'bid']",2014-12-19,10:42:39,EST,30464669,BITA,[u'suggested'],19259,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
12,"['Friday', 'Mid', 'morning', 'Daily', '$esf', 'quick', 'glance', 'waves', 'trends', 'RSI', 'amp', 'perspective', 'gt', 'gt']",2014-12-19,10:40:19,EST,30464480,ES_F,[u'suggested'],26103,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
13,"['@mem1', 'FDA', 'is', 'expected', 'to', 'make', 'a', 'decision', 'on', 'the', 'approval', 'of', 'ivacaftor', 'by', 'December', '30th', '$VRTX']",2014-12-19,10:40:06,EST,30464457,VRTX,[u'suggested'],34066,22227,Fundamental,[u'Equities'],Intermediate,Long Term Investor,abubnic
14,"['$JUNO', 'pretty', 'tame', 'action', 'I', 'was', 'expecting', 'a', 'lot', 'more', 'volatility', 'and', 'furious', 'bidding', 'on', 'this', 'may', 'take', 'off', 'later']",2014-12-19,10:39:45,EST,30464423,JUNO,[u'suggested'],19258,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
15,"['$BIDU', 'looking', 'healthier', 'again', 'as', 'it', 'continues', 'move', 'off', '50DMA']",2014-12-19,10:38:39,EST,30464337,BIDU,[u'suggested'],26147,1402,Technical,"[u'Equities', u'Options', u'Forex']",Intermediate,Swing Trader,DrDuru
16,"['Posted', 'the', 'breakout', 'yesterday', 'and', 'this', 'is', 'what', 'you', 'call', 'quotfollow', 'through', 'quot', '$LNKD']",2014-12-19,10:37:50,EST,30464268,LNKD,[u'suggested'],30155,7496,Technical,[u'Equities'],Professional,Day Trader,HCPG
17,"['Some', 'stocks', 'from', 'the', 'SMB', 'Radar', 'In-Play', '$IMGN', '$RHT', '$HAS', 'Strong', 'Today', '$HALO', '$PRGO', 'Weak', 'Today', '$FL', '$NKE']",2014-12-19,10:34:28,EST,30463970,HALO,"[u'suggested', u'official']",22005,2350,Technical,"[u'Equities', u'Options', u'Forex', u'Futures']",Professional,Day Trader,smbcapital
18,"['$LVS', '56', 'will', 'be', 'a', 'hard', 'nut', 'to', 'crack', 'on', 'first', 'attempt', 'me', 'thinks', 'Doesn', '39t', 'pay', 'to', 'think', 'only', 'price', 'pays']",2014-12-19,10:33:25,EST,30463875,LVS,[u'suggested'],15602,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
19,"['Cowen', 'Lists', 'Top', '10', 'Potential', 'Biotech', 'Surprises', 'Of', '2015', 'Is', 'an', 'Old', 'Fashioned', 'Scandal', 'in', 'the', 'Cards', '$GILD', '$BIIB']",2014-12-19,10:32:29,EST,30463772,BIIB,"[u'suggested', u'official']",53984,8203,Fundamental,[u'Equities'],Professional,,Street_Insider
20,"['@stevenplace', 'Here', '39s', 'my', 'bullish', '$FB', 'call', 'from', 'last', 'week', 'at', '@TraderPlanet']",2014-12-19,10:32:21,EST,30463759,FB,"[u'suggested', u'official']",91605,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
21,"['$KR', 'hits', '$64']",2014-12-19,10:32:22,EST,30463760,KR,"[u'suggested', u'official']",31290,12134,Technical,"[u'Equities', u'Options', u'Private Companies']",Intermediate,Swing Trader,1nvestor
22,"['STC', '$LOW', 'DecJan', '65', 'Call', 'Calendar', 'at', '75c', 'finally', 'close', 'position', 'from', 'Jun', '9']",2014-12-19,10:31:43,EST,30463698,LOW,"[u'suggested', u'official']",65420,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
23,"['US', 'ECRI', 'Weekly', 'Index', 'Dec', '19', 'WW', '1311', 'Prev', '1323', '$EURUSD', '$MACRO', '$ESF']",2014-12-19,10:30:21,EST,30463558,ES_F,"[u'suggested', u'official']",41196,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
24,"['Nice', 'bounce', 'near', 'prior', 'high', 'in', '$SPX', 'Momentum', 'is', 'a', 'little', 'weak', 'this', 'morning', 'hopefully', 'stocks', 'can', 'power', 'through', 'amp', 'keep', 'volatility', 'subdued']",2014-12-19,10:29:03,EST,30463441,SPX,"[u'suggested', u'official']",23992,100432,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Position Trader,Andrewthrasher
25,"['quot', '@sspencersmb', 'repeat', 'what', 'i', 'said', 'other', 'day', '$GPRO', 'w', 'bottom', 'potential', '55-57', 'close', 'above', '60', 'would', 'have', 'buyers', 'back', 'in', 'control', 'quot']",2014-12-19,10:28:42,EST,30463410,GPRO,[u'suggested'],4353,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
26,"['Yo', '$NLNK', 'HOD']",2014-12-19,10:28:34,EST,30463396,NLNK,[u'suggested'],4353,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
27,"['repeat', 'what', 'i', 'said', 'other', 'day', '$GPRO', 'w', 'bottom', 'potential', '55-57', 'close', 'above', '60', 'would', 'have', 'buyers', 'back', 'in', 'control']",2014-12-19,10:27:31,EST,30463294,GPRO,"[u'suggested', u'official']",22266,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
28,"['Juno', 'Therapeutics', '$JUNO', 'IPO', 'Opens', 'Up', '63']",2014-12-19,10:27:01,EST,30463240,JUNO,"[u'suggested', u'official']",53984,8203,Fundamental,[u'Equities'],Professional,,Street_Insider
29,"['$LVS', '60', 'min', 'chart', 'Working', 'on', 'daily', 'with', 'notes', 'post', 'in', 'a', 'few', 'education', 'for', 'followers']",2014-12-19,10:26:39,EST,30463204,LVS,[u'suggested'],15602,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
30,"['RLJ', 'Lodging', 'Trust', 'Chart', 'Of', 'The', 'Day', '$RLJ']",2014-12-19,10:26:27,EST,30463195,RLJ,"[u'suggested', u'official']",1471,296805,,[],,,TalkMarkets
31,"['$LVS', 'Education', 'for', 'my', 'followers', 'daily', 'chart', 'notes', 'why', 'I', 'took', 'the', 'trade', 'See', '60min', 'chart', 'posted', 'earlier', '@BooneTrader']",2014-12-19,10:26:08,EST,30463153,LVS,[u'suggested'],15602,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
32,"['sold', 'the', 'L', 'piece', 'in', '$BIIB', 'at', '35905', 'own', 'Dec', '26w', '34750', 'Calls', 'now', 'as', 'replacement']",2014-12-19,10:25:09,EST,30463076,BIIB,"[u'suggested', u'official']",31289,12134,Technical,"[u'Equities', u'Options', u'Private Companies']",Intermediate,Swing Trader,1nvestor
33,"['$cers', 'shorted', '666-669']",2014-12-19,10:24:46,EST,30463042,CERS,[u'suggested'],20175,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
34,"['@BeckyHiu', 'It', '39s', 'been', 'flushed', 'out', 'for', 'day', 'IMO', 'with', 'action', 'in', '1st', '10', 'min', 'opposite', 'of', 'usual', 'move', 'up', 'in', '1st', '30min', 'then', 'fade', 'all', 'day', 'of', 'late', '$GPRO']",2014-12-19,10:24:34,EST,30463021,GPRO,[u'suggested'],19257,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
35,"['$FB', 'gap', 'filled', 'Right', 'shoulder', 'now']",2014-12-19,10:23:34,EST,30462935,FB,[u'suggested'],24348,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
36,"['If', '$GPRO', 'goes', 'green', 'This', 'would', 'be', 'a', 'nice', 'quotdouble', 'bottom', 'quot', 'Better', 'to', 'close', 'gt', '5', 'DMA']",2014-12-19,10:23:37,EST,30462938,GPRO,[u'suggested'],4354,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
37,"['Cmon', '$AMZN', '300', 'Push', 'Grind', 'grind', 'grind', 'zzz']",2014-12-19,10:21:48,EST,30462783,AMZN,[u'suggested'],4354,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
38,"['@BeckyHiu', 'Feeling', 'better', 'now', '$GPRO']",2014-12-19,10:20:14,EST,30462631,GPRO,[u'suggested'],19257,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
39,"['The', 'Various', 'Flavors', 'Of', 'LongShort', 'Equity', 'Funds', '$SPY', '$IVV', '$LGNMX', '$SWHEX', '$CLSVX', '$DGQAX', '$USMAX', '$RALS', '$CSM']",2014-12-19,10:18:37,EST,30462485,IVV,"[u'suggested', u'official']",1471,296805,,[],,,TalkMarkets
40,"['$LNKD', 'approaching', 'all', 'time', 'high', '$30', 'Billion', 'co', 'PE', 'back', 'over', '1000']",2014-12-19,10:18:41,EST,30462490,LNKD,[u'suggested'],557,53387,Technical,[u'Futures'],Professional,Day Trader,TopstepTrader
41,"['$LNKD', 'has', 'its', 'mojo', 'back', 'Not', 'too', 'far', 'from', 'all-time', 'highs']",2014-12-19,10:17:40,EST,30462408,LNKD,"[u'suggested', u'official']",32673,647,Momentum,"[u'Equities', u'Options']",Professional,Swing Trader,ivanhoff
42,"['Beautiful', 'follow-through', '39zoomage', '39', 'in', '$BIIB', 'today', 'after', 'yesterday', '39s', 'crack', 'higher']",2014-12-19,10:17:32,EST,30462401,BIIB,"[u'suggested', u'official']",4933,55714,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,steadytrader
43,"['closed', '$KR', 'DecJan', '625', 'call', 'calendar', 'and', 'BTO', 'Jan', '65', 'Call', 'for', '12c']",2014-12-19,10:17:22,EST,30462380,KR,"[u'suggested', u'official']",65420,881,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,harmongreg
44,"['Get', 'prepared', 'for', '$40', 'oil', '$CLF']",2014-12-19,10:17:23,EST,30462383,CL_F,"[u'suggested', u'official']",2480,193178,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,,FuturesMagazine
45,"['@cman451', 'Almost', 'pulled', 'the', 'trigger', 'as', 'it', 'stabilized', 'w', '121', 'drop', 'More', 'recently', '$TNET', 'very', 'firm', 'in', 'face', 'of', 'mkt', 'pressure', 'chart', 'poised']",2014-12-19,10:15:21,EST,30462155,TNET,"[u'suggested', u'official']",4610,23902,Growth,"[u'Equities', u'Futures']",Professional,Position Trader,Centrifugal
46,"['$ZEN', 'is', 'setting', 'up', 'for', 'a', 'potential', 'breakout', 'SL50', 'stock']",2014-12-19,10:13:46,EST,30461986,ZEN,"[u'suggested', u'official']",32672,647,Momentum,"[u'Equities', u'Options']",Professional,Swing Trader,ivanhoff
47,"['$JUNO', 'IPO', 'priced', 'at', '$24', 'starting', 'to', 'indicate', '$40', 'get', 'ready', 'for', 'a', 'wild', 'ride', '$BLCM', '$KITE', '$AGIO', '$BLUE']",2014-12-19,10:12:26,EST,30461844,BLUE,[u'suggested'],19257,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
48,"['$GPRO', 'gt', '56', 'can', 'start', 'fireworks']",2014-12-19,10:12:26,EST,30461846,GPRO,[u'suggested'],4354,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
49,"['$GPRO', 'lockup', 'expiration', 'on', 'Tuesday', 'I', 'remain', 'long', 'the', 'January', '7060', 'put', 'spreads']",2014-12-19,10:12:08,EST,30461813,GPRO,"[u'suggested', u'official']",21558,10381,Value,"[u'Equities', u'Options']",Professional,Position Trader,CapitalObserver
50,"['Nat', 'Gas', 'extends', 'noted', 'pre-market', 'sell-off', '$UNG', 'now', '53', 'to', 'new', '52-wk', 'lows', '$UGAZ', '$DGAZ', '$BOIL', '$KOLD']",2014-12-19,10:11:22,EST,30461733,UNG,[u'suggested'],7855,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
51,"['$russ', 'looks', 'bouncey', 'here']",2014-12-19,10:10:35,EST,30461644,RUSS,[u'suggested'],20173,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
52,"['For', 'Radius', '$RDUS', 'FDA', 'accepts', 'IND', 'application', 'for', 'RAD1901', 'being', 'developed', 'for', 'metastatic', 'breast', 'cancer']",2014-12-19,10:10:44,EST,30461658,RDUS,"[u'suggested', u'official']",41196,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
53,"['Just', 'got', '10b410', 'that', '39s', 'ten', 'handles', 'of', 'range', 'before', '10am', 'CT', 'in', 'the', 'SP500', '$ESF']",2014-12-19,10:10:34,EST,30461642,ES_F,"[u'suggested', u'official']",3533,170238,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Professional,,TradersAudio
54,"['Order', 'filled', 'long', '$UNP', 'on', 'pb', 'to', 'vwap', 'chart', 'in', 'a', 'few']",2014-12-19,10:10:17,EST,30461604,UNP,[u'suggested'],15602,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
55,"['$XLE', 'now', '15', 'leads', 'all', '$SPX', 'sectors', 'now', '$ESF', 'now', '206550', '550']",2014-12-19,10:10:30,EST,30461629,ES_F,[u'suggested'],7855,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
56,"['$TSLA', 'tags', 'the', 'neckline']",2014-12-19,10:10:14,EST,30461595,TSLA,[u'suggested'],24347,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
57,"['quot', '@LDrogen', '$KMX', 'big', 'numbers', 'on', 'the', 'back', 'of', 'moster', 'report', 'from', '$AZO', 'whole', 'space', 'is', 'on', 'fire', 'quot']",2014-12-19,10:09:19,EST,30461483,AZO,"[u'suggested', u'official']",25259,16249,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,,gtlackey
58,"['$KMX', 'big', 'numbers', 'on', 'the', 'back', 'of', 'moster', 'report', 'from', '$AZO', 'whole', 'space', 'is', 'on', 'fire']",2014-12-19,10:09:00,EST,30461457,AZO,"[u'suggested', u'official']",11079,78,Momentum,[u'Equities'],Professional,Swing Trader,LDrogen
59,"['1007am', 'Stocks', 'gt', '$2', 'avgvol', 'gt100k', 'change', 'from', 'open', 'up', '=', '1803', 'change', 'from', 'open', 'down', '=', '1558slight', 'improvement', '$SPY', '$IWM']",2014-12-19,10:08:09,EST,30461349,IWM,"[u'suggested', u'official']",25845,218,Technical,[u'Equities'],Professional,Swing Trader,ZorTrades
60,"['$MOMO', 'LOL', 'new', 'all', 'time', 'low', 'Daily', 'scheduled', 'Tweet']",2014-12-19,10:07:57,EST,30461334,MOMO,[u'suggested'],19258,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
61,"['@rickblaine', 'I', 'will', 'switch', 'from', 'stock', 'to', 'Options', 'soon', 'considering', 'a', 'few', 'diff', 'paths', 'right', 'now', '$BIIB']",2014-12-19,10:07:45,EST,30461319,BIIB,"[u'suggested', u'official']",31289,12134,Technical,"[u'Equities', u'Options', u'Private Companies']",Intermediate,Swing Trader,1nvestor
62,"['quot', '@NoanetTrader', 'quot', '@venkysrinivasan', 'A', 'day', 'to', 'reap', 'harvest', 'not', 'to', 'blindly', 'add', '$STUDY', 'quot', 'quot']",2014-12-19,10:07:37,EST,30461304,STUDY,"[u'suggested', u'official']",2472,18652,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,atmcharts
63,"['quot', '@OutTheBull', '$SPY', '$QQQ', 'Went', 'from', 'V', 'bottoms', 'to', 'nearly', 'vertical', 'clearly', 'somethings', 'going', 'very', 'wrong', 'with', 'the', 'game', 'quot']",2014-12-19,10:06:50,EST,30461227,SPY,"[u'ir', u'suggested', u'official']",97036,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
64,"['$AAPL', 'jiggy', 'still', 'holding', 'here']",2014-12-19,10:06:49,EST,30461223,AAPL,[u'suggested'],15602,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
65,"['Podcast', 'links', 'are', 'up', 'this', 'week', 'with', 'help', 'from', '@slate', '@hblodget', '@covel', '@howardlindzon', 'amp', '@jaltucher', '$AMZN', '$AAPL', '$GOOG']",2014-12-19,10:06:20,EST,30461166,AAPL,"[u'suggested', u'official']",91605,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
66,"['Exactly', 'Wow', 'amazing', 'new', '52-week', 'high', 'on', 'that', 'tick', 'quot', '@UPB', '$SPY', 'are', 'we', 'at', '$21297', 'yet', 'quot']",2014-12-19,10:06:24,EST,30461174,SPY,"[u'ir', u'suggested', u'official']",97040,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
67,"['[', 'BETA', 'TESTERS', 'NEEDED', ']', 'Please', 'go', 'to', 'and', 'click', 'the', 'Red', 'Button', 'entitled', 'Unusual', 'Activity', '$STUDY', '$AAPL', '$BBRY']",2014-12-19,10:05:49,EST,30461113,AAPL,"[u'suggested', u'official']",41196,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
68,"['Biogen', 'is', 'back', 'over', 'this', 'key', 'R', 'line', 'after', 'the', 'PM', 'dip', '$BIIB']",2014-12-19,10:05:34,EST,30461092,BIIB,"[u'suggested', u'official']",31289,12134,Technical,"[u'Equities', u'Options', u'Private Companies']",Intermediate,Swing Trader,1nvestor
69,"['quot', '@TraderRL23', '$CME', 'Interesting', 'long', 'term', 'chart', '$FUTURES', 'quot']",2014-12-19,10:05:03,EST,30461029,CME,"[u'ir', u'suggested', u'official']",97033,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
70,"['$BLCM', 'IPO', 'straight', 'down', 'here', 'the', 'ugly', 'dump', 'below', 'opening', 'range', 'at', 'close', 'yesterday', 'signal', 'to', 'stay', 'away', 'IPOs', 'are', 'driven', 'by', 'momentum', '$JUNO']",2014-12-19,10:04:30,EST,30460975,JUNO,[u'suggested'],19258,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
71,"['Goldman', 'Sachs', 'Starts', 'Ubiquiti', 'Networks', '$UBNT', 'at', 'Sell', 'lt', 'solid', 'deets', 'here']",2014-12-19,10:04:00,EST,30460919,UBNT,"[u'suggested', u'official']",2471,18652,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,atmcharts
72,"['Fed', '39s', 'Kocherlakota', 'says', 'Fed', 'should', 'have', 'signalled', 'willingness', 'to', 'buy', 'more', 'bonds', 'if', 'inflation', 'stays', 'low', '$FED', '$MACRO']",2014-12-19,10:03:51,EST,30460905,FED,"[u'suggested', u'official']",41197,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
73,"['Footlocker', '$FL', 'downgraded', 'at', 'BofA']",2014-12-19,10:03:35,EST,30460875,FL,"[u'suggested', u'official']",41194,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
74,"['$AMZN', '@ibex']",2014-12-19,10:01:31,EST,30460659,AMZN,[u'suggested'],4353,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
75,"['$svxy', 'pop']",2014-12-19,10:00:08,EST,30460515,SVXY,[u'suggested'],26102,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
76,"['$LNKD', 'ripping', 'again', 'Looks', 'ready', 'to', 'resume', 'post-earnings', 'run-up']",2014-12-19,10:00:04,EST,30460502,LNKD,[u'suggested'],26147,1402,Technical,"[u'Equities', u'Options', u'Forex']",Intermediate,Swing Trader,DrDuru
77,"['$FB', 'HOD']",2014-12-19,10:00:01,EST,30460496,FB,[u'suggested'],4354,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
78,"['Teekay', 'Tankers', '$TNK', 'upgraded', 'at', 'BofAML']",2014-12-19,09:58:53,EST,30460375,TNK,"[u'suggested', u'official']",41194,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
79,"['quot', '@SunriseTrader', 'Tell', 'me', 'someone', 'bought', '$BIDU', 'on', 'that', 'call', 'out', 'quot', 'Your', 'up', '$3', 'if', 'you', 'did']",2014-12-19,09:58:44,EST,30460359,BIDU,[u'suggested'],15601,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
80,"['$GPRO', 'still', 'looking', 'weakish', 'but', 'after', 'that', 'ferocious', 'hit', 'the', 'bid', 'action', 'on', 'high', 'volume', 'in', 'the', '1st', '10', 'min', 'how', 'much', 'selling', 'pressure', 'left']",2014-12-19,09:58:33,EST,30460343,GPRO,[u'suggested'],19257,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
81,"['Finish', 'Line', '$FINL', 'downgraded', 'at', 'BofAML']",2014-12-19,09:58:17,EST,30460309,FINL,"[u'suggested', u'official']",41194,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
82,"['Prev', 'tweets', 'on', 'consecutive', '2', '$SPX', 'days', 'are', 'mainly', 'triviatho', 'current', 'streak', 'does', 'seem', 'atypical', 'of', 'such', 'streaks', 'if', 'there', '39s', 'such', 'a', 'thing']",2014-12-19,09:57:39,EST,30460256,SPX,"[u'suggested', u'official']",13185,142159,Global Macro,[u'Equities'],Professional,Position Trader,JLyonsFundMgmt
83,"['Podcast', 'links', 'are', 'up', 'this', 'week', 'with', 'help', 'from', '@slate', '@hblodget', '@covel', '@howardlindzon', 'amp', '@jaltucher', '$AMZN', '$AAPL', '$GOOG']",2014-12-19,09:57:29,EST,30460232,AAPL,"[u'suggested', u'official']",37774,76,Global Macro,[u'Equities'],Professional,Position Trader,abnormalreturns
84,"['Cooper', 'Tire', '$CTB', 'bid', 'to', 'recover', 'USD', '112mln', 'Apollo', 'Tyres', 'buyout', 'fee']",2014-12-19,09:57:26,EST,30460225,CTB,"[u'suggested', u'official']",41194,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
85,"['$FB', '$TWTR', 'strong']",2014-12-19,09:57:30,EST,30460235,FB,[u'suggested'],4354,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
86,"['Tell', 'me', 'someone', 'bought', '$BIDU', 'on', 'that', 'call', 'out']",2014-12-19,09:57:10,EST,30460199,BIDU,[u'suggested'],15602,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
87,"['quot', '@alphahunt', '$NYA', 'A', 'breakout', 'above', 'the', 'blue', 'line', 'and', 'its', 'off', 'to', 'the', 'races', 'again', '$SPY', '$DIA', 'quot']",2014-12-19,09:56:01,EST,30460090,DIA,"[u'ir', u'suggested', u'official']",97028,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
88,"['Well', 'hello', 'there', '$LNKD', 'part', 'II', 'Part', 'I', 'here']",2014-12-19,09:56:08,EST,30460103,LNKD,"[u'suggested', u'official']",13220,122337,Technical,"[u'Equities', u'Options']",,,Sassy_SPY
89,"['quot', '@OpenOutcrier', '$HAL', 'with', 'action', 'in', 'todays', '41', '415', 'calls', 'quot']",2014-12-19,09:56:08,EST,30460101,HAL,[u'suggested'],4354,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
90,"['quot', '@alphahunt', '$NYA', 'A', 'breakout', 'above', 'the', 'blue', 'line', 'and', 'its', 'off', 'to', 'the', 'races', 'again', '$SPY', '$DIA', 'quot']",2014-12-19,09:56:01,EST,30460090,DIA,"[u'ir', u'suggested', u'official']",97028,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
