,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
13,"['quot', '@hertcapital', 'The', 're-emerging', 'markets', 'should', 'outperform', 'emerged', 'markets', 'moving', 'forward', '$SPX', '$IEV', '$EEM', 'quot']",2014-11-25,14:37:45,EST,29628519,SPX,"[u'suggested', u'official']",89767,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
14,"['quot', '@lumberjax', 'Priceline', 'pepper', 'nice', 'work', 'guys', 'quot', '$PCLN', 'HOD']",2014-11-25,14:37:25,EST,29628495,PCLN,[u'suggested'],3824,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
15,"['$PCLN', 'Managed', 'to', 'take', 'out', '1175', 'Could', 'hit', '1197', 'by', 'tomorrow', 'if', 'CTRIP', 'delivers', 'this', 'evening']",2014-11-25,14:36:48,EST,29628461,PCLN,[u'suggested'],17723,88210,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,PeterGhostine
16,"['quot', '@BeckyHiu', '$TLT', 'looks', 'really', 'good', 'y', '39all', 'Might', 'add', 'a', 'few', 'here', 'quot', 'lt', 'initial', 'TLT', 'post', '103', 'since', 'Friday']",2014-11-25,14:35:42,EST,29628397,TLT,[u'suggested'],3824,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
17,"['Hard', 'To', 'Say', 'This', 'Is', 'Bearish', '$SPY', '$SPX', '$IEF']",2014-11-25,14:35:30,EST,29628383,SPX,"[u'suggested', u'official']",987,296805,,[],,,TalkMarkets
18,"['$TLT', 'breaks', 'higher', '$USO', 'revisits', 'recent', 'lows', 'yet', '$SPY', 'says', 'meh', 'me', 'no', 'care', 'jaded']",2014-11-25,14:34:43,EST,29628338,SPY,"[u'suggested', u'official']",3698,55714,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,steadytrader
19,"['@chicagosean', 'I', 'mention', 'the', '$FB', 'trade', 'here']",2014-11-25,14:34:11,EST,29628301,FB,"[u'suggested', u'official']",30535,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
20,"['January', 'Crude', 'pit', 'session', 'recently', 'closed', '24hr', 'levels', 'HOD', '7658', 'LOD', '7404', 'last', '7417', '212', '$ESF']",2014-11-25,14:33:49,EST,29628277,ES_F,"[u'suggested', u'official']",2706,170238,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Professional,,TradersAudio
21,"['$PANW', 'wanted', 'to', 'fade', 'this', 'at', '$120', 'didn', '39t', 'have', 'the', 'stones', 'still', 'don', '39t', 'here', 'but', 'think', 'it', 'would', 'work']",2014-11-25,14:33:47,EST,29628273,PANW,"[u'suggested', u'official']",27964,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
22,"['quot', '@TopDownTechnicals', '@hertcapital', 'One', 'simplistic', 'ratio', 'here', 'but', 'sometimes', 'simple', 'is', 'better', 'great', 'posts', 'quot', '$NYA', '$SPX']",2014-11-25,14:33:05,EST,29628243,SPX,"[u'suggested', u'official']",32030,13740,,[u'Equities'],Professional,,hertcapital
23,"['One', 'Chart', 'Says', 'It', 'All', '$ESF', '$SLV', '$SIF', 'silver']",2014-11-25,14:31:25,EST,29628144,ES_F,[u'suggested'],9803,11575,,[],,,evil_speculator
24,"['And', 'pit', 'closed', '$CLF', '$USO', 'makes', 'for', 'a', 'potential', 'eventful', 'day', 'tomorrow', 'ahead', 'of', 'Thanksgiving']",2014-11-25,14:31:17,EST,29628135,CL_F,[u'suggested'],7434,13803,,[u'Futures'],Professional,,TraderSmarts
25,"['$FUEL', 'Dumb', 'rumors', 'but', 'hey', 'people', 'always', 'need', 'hope']",2014-11-25,14:31:11,EST,29628127,FUEL,"[u'suggested', u'official']",89767,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
26,"['$TLT', 'daily', 'reference', 'my', 'prev', 'chart', 'we', '39re', 'long', 'FWIW', 'Resolution', 'soon', '$SPY']",2014-11-25,14:30:30,EST,29628081,SPY,[u'suggested'],2241,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
27,"['$HABT', 'that', 'potato', 'not', 'so', 'hot', 'on', 'watch', 'for', 'hold', 'or', 'break', 'IPO', 'day', 'low', 'quick', 'reminder', 'recent', 'IPO', 'have', 'no', 'price', 'history', 'no', 'supportresistance']",2014-11-25,14:29:32,EST,29628030,HABT,[u'suggested'],18555,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
28,"['And', '$VXX', '$VIX', 'at', 'important', 'support', 'levels', 'Just', 'something', 'to', 'take', 'note', 'of', 'guys', 'doesn', '39t', 'mean', 'anything', 'will', 'happen']",2014-11-25,14:28:28,EST,29627987,VIX,[u'suggested'],3824,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
29,"['Crude', 'headed', 'into', 'pit', 'session', 'close', 'in', '3', 'minutes', 'will', 'have', 'numbers', 'on', 'close', '$ESF']",2014-11-25,14:27:35,EST,29627936,ES_F,"[u'suggested', u'official']",2706,170238,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Professional,,TradersAudio
30,"['$ZWF', '$ZCF', 'EOD', 'spike', '$RSX', 'put', 'buying', '$TLT', 'highs', 'something', 'geo', 'is', 'gonna', 'happen', 'soon', 'Remember', 'wheat', 'spikes', 'when', 'Russia', 'nails', 'Ukraine']",2014-11-25,14:27:24,EST,29627922,RSX,[u'suggested'],3825,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
31,"['$TLT', 'suddenly', 'looking', 'poppy', 'again']",2014-11-25,14:27:26,EST,29627925,TLT,"[u'suggested', u'official']",7634,6979,Growth,"[u'Equities', u'Options']",Professional,Swing Trader,chicagosean
32,"['best', 'thing', 'about', 'china', 'has', 'to', 'be', 'hong', 'kong', 'At', 'least', '$EWH', 'is', 'higher', 'than', 'where', 'it', 'was', '4', 'years', 'ago', 'can', '39t', 'say', 'that', 'about', '$FXI', 'at', 'all', 'amazing']",2014-11-25,14:26:58,EST,29627897,EWH,"[u'suggested', u'official']",34055,42934,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,allstarcharts
33,"['Citigroup', 'Thinks', 'Best', 'Buy', 'Dicks', 'Sporting', 'Goods', 'Are', '39Well', 'Positioned', 'To', 'Outshine', '39', '$BBY', '$DKS', '$TGT', '$WMT']",2014-11-25,14:25:59,EST,29627844,BBY,"[u'suggested', u'official']",50359,7108,Fundamental,"[u'Equities', u'Options']",Professional,Day Trader,Benzinga
34,"['Here', 'is', 'an', 'update', '$TLT', 'view', 'breaking', 'that', 'tight', 'boligner', 'band']",2014-11-25,14:25:16,EST,29627812,TLT,[u'suggested'],12754,122337,Technical,"[u'Equities', u'Options']",,,Sassy_SPY
35,"['TIBCO', '$167', 'B', 'LBO', 'leveraged', 'loans', 'rise', 'on', 'entering', 'secondary', '$TIBX']",2014-11-25,14:24:31,EST,29627774,TIBX,"[u'suggested', u'official']",5967,81029,,[],,,lcdnews
36,"['Traders', 'pushing', 'oil', 'down', 'near', 'multi-year', 'lows', 'so', 'they', 'can', 'spring', 'reversal', 'on', 'OPEC', 'Supply', 'Cuts', '$CLF', '$USO', '$BNO']",2014-11-25,14:23:11,EST,29627715,CL_F,[u'suggested'],4692,1406,Global Macro,"[u'Equities', u'Bonds']",Professional,Position Trader,macroQmicro
37,"['zero', 'trend', 'in', 'china', 'right', 'now', 'from', 'a', 'structural', 'perspective', 'Emerging', 'Markets', 'as', 'a', 'group', '$EEM', 'same', 'thing', 'Nothing', 'to', 'do', 'there', 'no', 'touch']",2014-11-25,14:22:53,EST,29627696,EEM,"[u'suggested', u'official']",34055,42934,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,allstarcharts
38,"['Apple', 'iPhone', 'demand', 'could', 'hit', 'record', 'holiday', 'high', '$AAPL']",2014-11-25,14:22:42,EST,29627689,AAPL,"[u'suggested', u'official']",16912,87930,,"[u'Equities', u'Options']",Professional,,MarketSmith
39,"['$SPX', 'Rydex', 'Total', 'Bull', 'Bear', 'Assets', 'ratio', 'now', 'parabolic']",2014-11-25,14:20:37,EST,29627586,SPX,"[u'suggested', u'official']",32030,13740,,[u'Equities'],Professional,,hertcapital
40,"['@chicagosean', '@gtlackey', 'I', 'have', 'a', 'Straddle', 'Swap', 'myself', 'on', '$FB']",2014-11-25,14:20:34,EST,29627581,FB,"[u'suggested', u'official']",30535,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
41,"['Black', 'Friday', '2014', 'What', 'Are', 'Retailers', 'Expecting', '$WMT', '$TGT', '$DIS']",2014-11-25,14:19:32,EST,29627525,DIS,"[u'suggested', u'official']",23842,75721,Global Macro,"[u'Equities', u'Bonds']",Professional,Position Trader,CharlesSizemore
42,"['Black', 'Friday', '2014', 'What', 'Are', 'Retailers', 'Expecting', '$WMT', '$TGT', '$DIS']",2014-11-25,14:19:30,EST,29627521,DIS,"[u'suggested', u'official']",986,296805,,[],,,TalkMarkets
43,"['$SPX', 'Nova', 'Ursa', 'ratio', 'continues', 'to', 'extend', 'higher', 'Well', 'above', 'June', 'highs', 'Bearish', 'on', 'the', 'margin']",2014-11-25,14:19:14,EST,29627506,SPX,"[u'suggested', u'official']",32030,13740,,[u'Equities'],Professional,,hertcapital
44,"['@gtlackey', 'maybe', 'we', 'should', 'be', 'straddlestrangle', 'buyers', 'here', '$FB']",2014-11-25,14:18:55,EST,29627491,FB,"[u'suggested', u'official']",7634,6979,Growth,"[u'Equities', u'Options']",Professional,Swing Trader,chicagosean
45,"['$PCLN', 'on', 'the', 'move', 'yoready', 'to', 'fill', 'that', 'post', 'earnings', 'down-gap']",2014-11-25,14:18:32,EST,29627473,PCLN,"[u'suggested', u'official']",3698,55714,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,steadytrader
46,"['Should', 'Goldman', 'Sachs', 'Go', 'Private', 'Analysts', 'Weigh', 'In', '$GS']",2014-11-25,14:17:57,EST,29627446,GS,"[u'suggested', u'official']",50358,7108,Fundamental,"[u'Equities', u'Options']",Professional,Day Trader,Benzinga
47,"['@gtlackey', 'to', 'further', 'expand', 'on', 'your', 'point', 'check', 'the', 'ATR', 'near', 'its', 'lowest', 'levels', 'of', 'the', 'year', '$FB']",2014-11-25,14:17:31,EST,29627422,FB,"[u'suggested', u'official']",7634,6979,Growth,"[u'Equities', u'Options']",Professional,Swing Trader,chicagosean
48,"['$TUBE', 'well', 'done', 'on', 'this', '@EVplusEV']",2014-11-25,14:17:19,EST,29627406,TUBE,"[u'suggested', u'official']",27963,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
49,"['quot', '@gtlackey', 'when', 'was', 'the', 'last', 'time', '$FB', 'BBands', 'on', 'the', 'daily', 'or', 'weekly', 'were', 'this', 'tight', 'quot']",2014-11-25,14:16:28,EST,29627354,FB,"[u'suggested', u'official']",7632,6979,Growth,"[u'Equities', u'Options']",Professional,Swing Trader,chicagosean
50,"['when', 'was', 'the', 'last', 'time', '$FB', 'BBands', 'on', 'the', 'daily', 'or', 'weekly', 'were', 'this', 'tight']",2014-11-25,14:14:54,EST,29627280,FB,"[u'suggested', u'official']",24450,16249,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,,gtlackey
51,"['Last', 'three', 'days', '$SPY', 'pattern']",2014-11-25,14:14:10,EST,29627248,SPY,[u'suggested'],29302,7496,Technical,[u'Equities'],Professional,Day Trader,HCPG
52,"['A', 'little', 'follow', 'through', 'here', 'after', 'yesterday', '39s', '$TLT', 'breakout']",2014-11-25,14:13:40,EST,29627224,TLT,[u'suggested'],22576,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
53,"['quot', '@BeckyHiu', '$TLT', 'HOD', 'gt', '121', 'now', 'quot']",2014-11-25,14:13:33,EST,29627219,TLT,[u'suggested'],25302,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
54,"['$TLT', 'HOD', 'gt', '121', 'now']",2014-11-25,14:13:20,EST,29627202,TLT,[u'suggested'],3825,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
55,"['quot', '@MarketProphit', 'Crowd', 'and', 'Market', 'Prophit', 'sentiment', 'turning', 'bearish', 'on', '$NFLX', 'right', 'here', 'quot']",2014-11-25,14:13:16,EST,29627200,NFLX,"[u'suggested', u'official']",7632,6979,Growth,"[u'Equities', u'Options']",Professional,Swing Trader,chicagosean
56,"['quot', '@lumberjax', '$PCLN', 'HOD', 'quot']",2014-11-25,14:13:13,EST,29627195,PCLN,[u'suggested'],3825,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
57,"['but', 'in', 'the', 'currency', 'world', 'is', 'there', 'anything', 'out', 'there', 'stronger', 'the', '$GBPJPY']",2014-11-25,14:12:54,EST,29627181,GBPJPY,"[u'suggested', u'official']",34055,42934,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,allstarcharts
58,"['$pcln', 'HOD']",2014-11-25,14:12:53,EST,29627180,PCLN,[u'suggested'],25302,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
59,"['Bill', 'Gross', 'spending', 'Soros', '39', '500m', 'discretionarily', 'now', '$TLT', 'lol']",2014-11-25,14:10:34,EST,29627071,TLT,[u'suggested'],3825,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
60,"['quot', '@lumberjax', '$TBT', '200', 'Thousand', 'shares', 'just', 'snipped', 'quot', 'Yeah', 'man', 'saw', 'that', '$TLT', 'insane', 'spike']",2014-11-25,14:09:39,EST,29627027,TBT,[u'suggested'],3825,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
61,"['Simultaneously', 'we', '39re', 'seeing', 'the', 'polar', 'opposite', 'in', 'US', 'Dollar', 'Index', '=', 'bearish', 'momentum', 'divergences', 'and', 'historic', 'bullish', 'sentiment', '$DXF', '$UUP']",2014-11-25,14:09:15,EST,29627006,DX_F,"[u'suggested', u'official']",34055,42934,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,allstarcharts
62,"['$CLF', 'and', 're-entry', 'HA', 'bars', 'and', 'moving', 'averages', 'to', 'keep', 'you', 'in', 'the', 'trade', 'Patience', 'for', 'the', 'setup']",2014-11-25,14:09:10,EST,29627004,CL_F,[u'suggested'],456,92532,Technical,[u'Futures'],Professional,Day Trader,TradingFibz
63,"['$TBT', '200', 'Thousand', 'shares', 'just', 'snipped']",2014-11-25,14:08:31,EST,29626977,TBT,[u'suggested'],25302,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
64,"['$TFF', '$CLF', 'If', 'index', 'isn', '39t', 'movingworks', 'on', 'other', 'charts', 'as', 'well', '3', 'chart', 'confirmation', 'TREND', 'move']",2014-11-25,14:08:25,EST,29626972,CL_F,[u'suggested'],456,92532,Technical,[u'Futures'],Professional,Day Trader,TradingFibz
65,"['the', 'bullish', 'divergences', 'on', 'daily', 'amp', 'weekly', 'timeframes', 'for', '$EURUSD', 'amp', '$FXE', 'combined', 'w', 'historic', 'bearish', 'sentiment', 'continues', 'to', 'get', 'my', 'attention']",2014-11-25,14:08:07,EST,29626945,EURUSD,"[u'suggested', u'official']",34055,42934,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,allstarcharts
66,"['Newmont', 'Mining', 'NEM', 'Prepays', '$100', 'M', 'Of', '$575', 'M', 'Term', 'Loan', '$LSG', '$BAA', '$MVG']",2014-11-25,14:07:25,EST,29626907,BAA,"[u'suggested', u'official']",986,296805,,[],,,TalkMarkets
67,"['$TLT', 'SPIKE', '121']",2014-11-25,14:06:59,EST,29626887,TLT,[u'suggested'],3825,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
68,"['for', 'carry', 'traders', 'the', '$USDJPY', '39s', 'Thanksgiving', 'week', 'performance', 'has', 'been', 'more', 'consistent']",2014-11-25,14:05:24,EST,29626815,USDJPY,"[u'suggested', u'official']",10102,86846,Fundamental,[u'Forex'],Professional,Swing Trader,johnkicklighter
69,"['Thanksgiving', 'week', 'performance', 'for', 'the', '$SPX', 'varied', 'dramatically', 'the', 'past', '6', 'years']",2014-11-25,14:04:40,EST,29626773,SPX,"[u'suggested', u'official']",10102,86846,Fundamental,[u'Forex'],Professional,Swing Trader,johnkicklighter
70,"['$USO', '$BNO', 'The', 'new', 'widow', 'maker']",2014-11-25,14:03:13,EST,29626678,USO,"[u'suggested', u'official']",32029,13740,,[u'Equities'],Professional,,hertcapital
71,"['Market', 'Commentary', 'Averages', 'Fall', 'Off', 'Morning', 'Highs', 'Further', 'Weakening', 'Expected', '$GLD', '$SPY', '$VIX', '$RUT']",2014-11-25,14:02:14,EST,29626594,VIX,"[u'suggested', u'official']",986,296805,,[],,,TalkMarkets
72,"['$lake', 'sold', '128s']",2014-11-25,14:01:50,EST,29626571,LAKE,[u'suggested'],19692,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
73,"['Stocks', 'Volume', 'Get', 'Mixed', 'Start', '$DSKY', '$FIVE', 'Rising']",2014-11-25,14:01:21,EST,29626542,FIVE,[u'suggested'],32618,22227,Fundamental,[u'Equities'],Intermediate,Long Term Investor,abubnic
74,"['Tuesday', 'late', 'links', 'investing', 'jargon', 'quiescent', 'volatility', 'and', 'social', 'media', 'incentives', '$RSX', '$AMZN', '$GOOG', '$AAPL']",2014-11-25,13:59:24,EST,29626423,AAPL,"[u'suggested', u'official']",36525,76,Global Macro,[u'Equities'],Professional,Position Trader,abnormalreturns
75,"['Investment', 'Business', 'Daily', 'liking', 'the', 'jewelers', 'today', '$DGSE', 'also', 'up', 'Let', 'the', 'shopping', 'begin', '$TIF', '$SIG']",2014-11-25,13:59:15,EST,29626412,SIG,[u'suggested'],32618,22227,Fundamental,[u'Equities'],Intermediate,Long Term Investor,abubnic
76,"['lowered', 'the', 'Buy', 'Stop', 'on', '$NFLX', 'to', '$360', 'from', '$375']",2014-11-25,13:58:34,EST,29626369,NFLX,"[u'suggested', u'official']",30533,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
77,"['$NFLX', 'if', 'this', 'baby', 'goes', 'green', 'y', '39all', 'know', 'what', 'an', 'awesome', 'candle', 'this', 'will', 'form', 'on', 'daily']",2014-11-25,13:58:31,EST,29626363,NFLX,[u'suggested'],3824,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
78,"['USD', 'EUR', 'Views', 'For', 'The', 'Year', 'Ahead', 'Barclays', '$EURUSD', '$USDJPY', '$FED', '$SPX']",2014-11-25,13:58:13,EST,29626350,EURUSD,"[u'suggested', u'official']",6360,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
79,"['BOOM', '$AMZN', 'let', '39s', 'go']",2014-11-25,13:57:48,EST,29626329,AMZN,[u'suggested'],3824,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
80,"['$SPLK', 'completely', 'closed', 'the', 'ER', 'gap', 'still', 'drifting', 'lower', 'so', 'no', 'cover', 'so', 'far', 'lowered', 'stop', '$WDAY', 'no', 'pulse', 'as', 'well']",2014-11-25,13:57:48,EST,29626326,SPLK,[u'suggested'],18553,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
81,"['Oil', 'prices', 'and', 'what', 'the', 'futures', 'market', 'is', 'telling', 'us', 'by', 'our', 'partner', '@covestor', '$OIL', '$USO', '$CLF']",2014-11-25,13:57:24,EST,29626313,CL_F,"[u'ir', u'suggested', u'official']",92439,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
82,"['$NFLX', 'call', 'was', 'spot', 'on', 'but', 'too', 'bad', 'I', 'have', 'no', 'position']",2014-11-25,13:56:59,EST,29626291,NFLX,[u'suggested'],3824,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
83,"['RT', '@FuturesMagazine', 'Santa', 'is', 'already', 'in', 'town', 'In', 'fact', 'quite', 'a', 'few', '39Santa', '39s', '39', 'giving', 'out', 'goodies', 'this', 'year', '$SPY']",2014-11-25,13:56:52,EST,29626287,SPY,[u'suggested'],802,5519,,[],,,macromeister
84,"['quot', '@ToddSullivan', 'Margin', 'Debt', 'Move', 'Along', 'Nothing', 'to', 'See', 'Here', 'PHILOSOPHICAL', 'ECONOMICS', '$SPY', 'quot', '@NoanetTrader']",2014-11-25,13:56:44,EST,29626278,SPY,[u'suggested'],3824,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
85,"['Margin', 'Debt', 'Move', 'Along', 'Nothing', 'to', 'See', 'Here', 'PHILOSOPHICAL', 'ECONOMICS', '$SPY']",2014-11-25,13:55:41,EST,29626217,SPY,"[u'suggested', u'official']",25503,18,Value,"[u'Equities', u'Options', u'Private Companies']",Professional,Long Term Investor,ToddSullivan
86,"['quot', '@cperruna', 'Grabbed', '$CYBR', 'shares', 'here', '17', 'of', 'world', 's', 'top', '20', 'banks', 'use', 'the', 'software', 'to', 'protect', 'high-value', 'info', 'assets', 'infrastructure', 'amp', 'apps', 'quot']",2014-11-25,13:55:17,EST,29626197,CYBR,"[u'suggested', u'official']",7630,6979,Growth,"[u'Equities', u'Options']",Professional,Swing Trader,chicagosean
87,"['Grabbed', '$CYBR', 'shares', 'here', '17', 'of', 'world', 's', 'top', '20', 'banks', 'use', 'the', 'software', 'to', 'protect', 'high-value', 'info', 'assets', 'infrastructure', 'amp', 'apps']",2014-11-25,13:54:19,EST,29626131,CYBR,[u'suggested'],23828,113,Technical,[u'Equities'],Intermediate,Position Trader,cperruna
88,"['$CENX', 'broke', '295', 'resistance', 'short', 'term', 'target', 'projections', '32-33']",2014-11-25,13:50:38,EST,29625920,CENX,"[u'suggested', u'official']",2685,109159,Momentum,"[u'Equities', u'Options', u'Forex', u'Futures']",Professional,Swing Trader,traderhr
89,"['Added', '$GPRO', 'back', 'onto', 'my', 'Spec', 'SL', 'watch', 'list', 'for', 'tomorrow', 'No', 'trade', 'plan', 'yet']",2014-11-25,13:49:13,EST,29625849,GPRO,[u'suggested'],31292,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
90,"['NEW', 'POST', 'Take', 'a', 'Break', 'from', 'the', 'Ferguson', 'Coverage', 'for', 'These', 'Ideas', '$ERY', '$HAIN', '$SPY', '$USO', '$XLE']",2014-11-25,13:46:54,EST,29625716,HAIN,[u'suggested'],24053,8482,Technical,[u'Equities'],Professional,Swing Trader,chessNwine
91,"['$CLF', 'broke', 'down', 'LOD', 'now']",2014-11-25,13:46:02,EST,29625668,CL_F,[u'suggested'],3824,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
