,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['$VTI', 'weekly', 'use', 'as', 'proxy', 'for', 'total', 'market', 'Still', 'showing', 'negative', 'd', '39s']",2014-12-6,14:46:55,EST,29974765,VTI,[u'suggested'],15397,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
1,"['quot', '@AMeshkati', 'Why', 'Immediate', 'Liquidity', 'Is', 'The', 'Greatest', 'Curse', 'To', 'Equity', 'Investors', '$SPY', 'quot', 'Excellent', 'Behavioral', 'Analysis']",2014-12-6,14:37:45,EST,29974702,SPY,"[u'suggested', u'official']",7062,15521,Fundamental,"[u'Equities', u'Futures']",Professional,Swing Trader,KevinBCook
2,"['$AAPL', '1st', 'weekly', 'red', 'candle', 'since', 'rising', '6', 'weeks', 'in', 'a', 'row', 'A', 'visit', 'to', 'its', '5', 'week', 'moving', 'average', 'was', 'expected', '$STUDY']",2014-12-6,14:22:21,EST,29974558,AAPL,[u'suggested'],2515,382749,Technical,"[u'Equities', u'Options']",,Swing Trader,Syncubate
3,"['Volatility', 'Strategies', 'Separating', 'Fact', 'From', 'Fiction', 'Thoughts', 'amp', 'analysis', 'by', '@tradevolatility', '$VIX', '$VXX', '$XIV']",2014-12-6,14:21:19,EST,29974544,VIX,[u'suggested'],31754,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
4,"['Juniper', 'Collaborates', 'With', 'VMware', 'Expands', 'In', 'Asia', 'Pacific', '$JNPR', '$FFIV', '$VMW', '$CSCO']",2014-12-6,14:11:24,EST,29974446,CSCO,"[u'suggested', u'official']",1204,296805,,[],,,TalkMarkets
5,"['quot', '@StockTwits', 'Saturday', '$STUDY', 'Session', '39Contrarian', 'Island', '39', 'can', 'often', 'be', 'a', 'lonely', 'resort', 'via', '@jessefelder&quot', 'I', 'agree']",2014-12-6,14:06:00,EST,29974403,STUDY,[u'suggested'],4053,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
6,"['Wish', 'they', 'were', 'bearish', '@Lach14', '$SPY', 'Cover', 'of', 'Barrons', 'CRASH', 'quot']",2014-12-6,14:04:48,EST,29974394,SPY,"[u'suggested', u'official']",90538,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
7,"['Why', 'Immediate', 'Liquidity', 'Is', 'The', 'Greatest', 'Curse', 'To', 'Equity', 'Investors', '$SPY']",2014-12-6,14:03:31,EST,29974386,SPY,[u'suggested'],33969,44021,,[u'Equities'],Professional,,AMeshkati
8,"['Detailed', 'stock', 'market', 'outlook', 'from', 'options', 'hawk', '$spy']",2014-12-6,14:02:37,EST,29974380,SPY,"[u'suggested', u'official']",90538,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
9,"['$FFIV', 'is', 'approaching', 'the', 'prior', 'highs', 'but', 'the', 'larger', 'picture', 'is', 'even', 'more', 'bullish']",2014-12-6,14:01:14,EST,29974365,FFIV,[u'suggested'],17896,88210,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,PeterGhostine
10,"['quot', '@Lach14', '$SPY', 'Cover', 'of', 'Barron', '39s', 'CRASH', 'But', 'read', 'the', 'article', 'it', '39s', 'actually', 'saying', 'not', 'even', 'close', 'So', 'relieved', 'quot']",2014-12-6,14:00:51,EST,29974360,SPY,"[u'ir', u'suggested', u'official']",94378,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
11,"['quotThe', 'Only', 'Two', 'Charts', 'You', 'Need', 'to', 'Understand', 'the', 'S', 'ampP', '500', 'quot', '$SPY', '$FXY']",2014-12-6,13:53:37,EST,29974289,FXY,[u'suggested'],22514,3295,Fundamental,[u'Equities'],Intermediate,Long Term Investor,WallStreetBean
12,"['Uh-oh', '@barronsonline', '$SPY', '$SPX', '$WDAY', '$SPLK', '$TWTR']",2014-12-6,13:48:29,EST,29974250,SPX,[u'suggested'],12945,122337,Technical,"[u'Equities', u'Options']",,,Sassy_SPY
13,"['$GPRO', 'bounced', 'and', 'rejected', 'again', 'now', 'back', 'down', 'to', 'critical', 'levels', 'let', '39s', 'see', 'if', '698', 'can', 'go', 'for', 'downside']",2014-12-6,13:26:24,EST,29974082,GPRO,[u'suggested'],2793,5890,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,financialtrader
14,"['$LOCO', 'closed', 'the', 'gap', 'to', 'the', 'T', 'as', 'explained', 'when', 'back', 'at', '28', 'purple', 'line', 'target', 'hit', 'congrats']",2014-12-6,13:23:09,EST,29974052,LOCO,[u'suggested'],2793,5890,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,financialtrader
15,"['$GOOGL', 'from', '122']",2014-12-6,13:21:23,EST,29974041,GOOGL,[u'suggested'],11985,23961,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,crosshairtrader
16,"['Ubers', 'secret', 'weapon', 'the', 'world', '$uber']",2014-12-6,13:20:06,EST,29974025,UBER,"[u'suggested', u'official']",90538,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
17,"['@MattC114', 'Not', 'one', 'that', 'I', 'trade', 'but', 'definitely', 'fits', 'the', 'box', 'break', 'set', 'up', 'on', 'WEEKLYDAILY', 'Thanks', '$BLUE']",2014-12-6,13:18:07,EST,29974006,BLUE,[u'suggested'],11985,23961,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,crosshairtrader
18,"['quot', '@PresidiumCap', 'Alibaba', 'remains', 'in', 'this', 'Down', 'Channel', '$BABA', 'quot']",2014-12-6,13:13:01,EST,29973959,BABA,"[u'ir', u'suggested', u'official']",94374,170,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Novice,,StockTwits
