,text,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
48,"['Russia', 'flirting', 'with', 'disaster', 'but', 'still', 'hanging', 'in', 'above', 'the', 'January', 'lows', 'Such', 'an', 'interesting', 'market', 'right', 'now', 'still', 'in', 'a', 'downtrend', '$RSX']",2014-11-10,11:30:59,EST,29036313,RSX,"[u'suggested', u'official']",33223,42934,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,allstarcharts
49,"['$SPY', 'meanwhile']",2014-11-10,11:30:42,EST,29036296,SPY,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
50,"['The', 'Myth', 'of', 'Passive', 'Investing', 'Begins', 'to', 'Unravel', '$SPY', '$TLT']",2014-11-10,11:30:29,EST,29036280,SPY,"[u'suggested', u'official']",7675,307445,,[],,,cullenroche
51,"['$PCYC', 'I', 'thought', 'sure', 'this', 'one', 'would', 'move', 'today', 'sideways', 'still', 'for', 'now']",2014-11-10,11:30:19,EST,29036271,PCYC,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
52,"['quot', '@seeitmarket', 'quotIs', 'The', 'Russell', '2000', 'Still', 'Targeting', 'Higher', 'Prices', 'quot', 'by', '@TheFibDoctor', '$RUT', '$IWM', '$TFF', '$SPY', '$STUDY', 'quot']",2014-11-10,11:30:18,EST,29036270,TF_F,"[u'suggested', u'official']",1626,18652,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,a_jackson
53,"['$XLE', 'bounced', 'from', 'the', '200-week', 'sma', 'after', 'sector', 'breadth', 'amp', 'total', 'assets', 'hit', 'notable', 'lows']",2014-11-10,11:29:10,EST,29036188,XLE,"[u'suggested', u'official']",31302,13740,,[u'Equities'],Professional,,hertcapital
54,"['The', 'solar', 'swing', 'basket', '$SCTY', '$FSLR', '$SPWR', '$CSIQ', 'we', 'started', 'to', 'add', 'Friday', 'starting', 'to', 'have', 'a', 'better', 'bid', 'here', 'adding', 'a', 'bit', 'more']",2014-11-10,11:28:57,EST,29036170,CSIQ,[u'suggested'],17984,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
55,"['$NBIX', 'watching', 'this', 'level', 'waiting', 'for', 'an', 'answer']",2014-11-10,11:28:55,EST,29036167,NBIX,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
56,"['quot', '@seeitmarket', 'quotUtilities', 'Rally', 'What', 'In', 'The', 'Utes', 'Is', 'Going', 'On', 'quot', 'by', '@andrewnyquist', '$XLU', '$XLF', '$XLP', '$XLK', '$SPY', '$STUDY', 'quot']",2014-11-10,11:28:32,EST,29036140,SPY,"[u'suggested', u'official']",1626,18652,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,a_jackson
57,"['Looks', 'like', 'former', 'support', 'still', 'holding', 'up', 'as', 'new', 'resistance', 'on', '$AUDUSD', 'But', 'will', 'it', 'trend']",2014-11-10,11:28:29,EST,29036135,AUDUSD,"[u'suggested', u'official']",9393,86846,Fundamental,[u'Forex'],Professional,Swing Trader,johnkicklighter
58,"['ICYMI', '$MOMO', 'filed', 'for', 'an', 'IPO', 'on', 'Friday', 'Backed', 'by', '$BABA', 'it', '39s', 'sure', 'to', 'be', 'the', 'next', '$GOGO', '$GPRO', '$LOCO', 'etc']",2014-11-10,11:28:10,EST,29036118,GPRO,"[u'suggested', u'official']",21005,34354,Fundamental,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Professional,Long Term Investor,MicroFundy
59,"['quot', '@seeitmarket', 'Point', 'amp', 'Figure', 'Confirms', 'Intermediate', 'Market', 'Trend', 'by', '@snyderkarl', '$SPY', '$SPX', '$STUDY', 'quot', 'great', 'look', 'karl']",2014-11-10,11:28:00,EST,29036100,SPX,"[u'suggested', u'official']",1626,18652,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,a_jackson
60,"['$ISIS', 'sneaky', 'while', 'everyone', 'is', 'watching', '$CELG', 'and', '$AMGN']",2014-11-10,11:27:17,EST,29036057,AMGN,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
61,"['OPEC', 'won', '39t', 'cut', 'production', 'say', 'Kuwaitis', '$CLF']",2014-11-10,11:25:26,EST,29035867,CL_F,"[u'suggested', u'official']",1418,193178,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,,FuturesMagazine
62,"['Not', 'bearish', 'it', '39s', 'normal', 'If', 'it', 'wants', 'to', 'break', 'thru', 'though', 'needs', 'to', 'base', 'and', 'change', 'slope', 'without', 'giving', 'too', 'much', 'back', '$XLE']",2014-11-10,11:24:56,EST,29035825,XLE,[u'suggested'],28676,7496,Technical,[u'Equities'],Professional,Day Trader,HCPG
63,"['$AMGN', 'has', 'gone', 'quotspace', 'shuttle', 'quot']",2014-11-10,11:24:54,EST,29035823,AMGN,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
64,"['When', 'playing', 'with', '$SHLD', 'you', 'have', 'to', 'understand', 'that', 'it', '39s', 'nothing', 'more', 'than', 'a', 'play', 'thing', 'for', 'hedge', 'funds', 'playing', 'hot', 'potato', 'back', 'and', 'forth']",2014-11-10,11:24:50,EST,29035820,SHLD,[u'suggested'],17983,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
65,"['European', 'markets', 'close', 'in', '5', 'minutes', 'and', 'we', 'will', 'have', 'numbers', 'on', 'the', 'close', '$ESF', '$TFF', '$NQF', '$YMF', '$TLT', '$TBT']",2014-11-10,11:24:33,EST,29035800,ES_F,"[u'suggested', u'official']",2162,170238,,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Professional,,TradersAudio
66,"['$GILD', 'watching', 'as', 'the', 'rest', 'meander', 'higher', 'there', 'was', 'some', 'news', 'no']",2014-11-10,11:24:30,EST,29035796,GILD,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
67,"['$XLE', 'reversed', 'on', 'the', 'gap', 'up', 'at', 'downward', 'sloping', '50sma', 'nothing', 'surprising', 'here']",2014-11-10,11:23:56,EST,29035765,XLE,[u'suggested'],28675,7496,Technical,[u'Equities'],Professional,Day Trader,HCPG
68,"['$INVN', 'chart', '$INVN', 'has', 'been', 'beaten', 'silly', 'but', 'may', 'finally', 'mark', 'some', 'tradable', 'lows', 'here', 'with', 'bull', 'hammer', 'reversal', 'Long']",2014-11-10,11:23:31,EST,29035729,INVN,[u'suggested'],19820,64030,Technical,[u'Equities'],Professional,Swing Trader,Catalystrader
69,"['$KMI', 'and', '$APC', 'out', 'for', 'now', 'biotech', 'getting', 'all', 'the', 'attention', '$IBB', '$XBI']",2014-11-10,11:22:47,EST,29035684,IBB,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
70,"['Not', 'my', 'best', 'morning', 'for', 'executing', 'my', 'plansalerts', 'My', 'own', 'fault', 'No', 'chasing', 'Next', 'patience', 'for', 'now', 'Only', 'holding', '$BA', 'at', 'this', 'time']",2014-11-10,11:22:36,EST,29035669,BA,[u'suggested'],14966,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
71,"['My', 'core', 'market', 'health', 'indicators', 'are', 'still', 'deep', 'in', 'negative', 'territory', '$SPX', '$QQQ']",2014-11-10,11:22:20,EST,29035654,SPX,"[u'suggested', u'official']",2805,198382,Technical,"[u'Equities', u'Options']",Professional,Long Term Investor,DownsideHedge
72,"['The', 'quotDirty', 'Little', 'Secret', 'quot', 'of', 'Successful', 'Trading', '$SPY', '$QQQ', '$STUDY']",2014-11-10,11:20:40,EST,29035537,SPY,[u'suggested'],21645,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
73,"['$BABA', 'making', 'new', 'lows', 'on', 'the', 'day', 'Intraday']",2014-11-10,11:20:17,EST,29035516,BABA,[u'suggested'],16807,76647,Technical,[u'Equities'],Professional,Day Trader,TradingPlays
74,"['$CELG', 'reviewed', 'as', 'the', 'Top', '5', 'to', 'watch', 'this', 'weekend', 'Smiling', 'now']",2014-11-10,11:19:38,EST,29035479,CELG,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
75,"['$GPRO', 'thus', 'far', 'held', '50sma', 'support', 'next', 'one', 'is', 'gap', 'fill']",2014-11-10,11:19:18,EST,29035453,GPRO,[u'suggested'],28673,7496,Technical,[u'Equities'],Professional,Day Trader,HCPG
76,"['$WWAV', 'had', 'potential', 'but', 'not', 'looking', 'great', 'after', 'its', 'earnings', 'report', 'this', 'morning']",2014-11-10,11:19:15,EST,29035447,WWAV,[u'suggested'],21646,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
77,"['$BIIB', 'nice', 'if', 'it', 'gets', 'above', 'the', 'trend', 'line', 'noted', 'commented', 'on', 'the', 'weekend']",2014-11-10,11:18:19,EST,29035386,BIIB,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
78,"['$CMG', 'needs', 'to', 'regroup', 'and', 'power', 'its', 'way', 'back', 'above', 'the', '50-day', 'line']",2014-11-10,11:17:33,EST,29035335,CMG,[u'suggested'],21645,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
79,"['Shares', 'of', 'big', 'CableCos', 'bouncing', 'back', 'from', 'initial', 'Obama', 'net', 'neutrality', 'hit', '$TWC', '$CMCSA', '$CVC', '$CHTR']",2014-11-10,11:17:28,EST,29035329,CHTR,"[u'suggested', u'official']",1878,81880,,[],,,ampressman
80,"['New', 'highs', 'for', '$AMBA', 'today', 'This', 'stock', 'looks', 'great', 'Reports', 'earnings', 'in', 'early', 'December']",2014-11-10,11:16:48,EST,29035273,AMBA,[u'suggested'],21645,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
81,"['$BMRN', 'damn', 'didn', '39t', 'think', 'that', 'would', 'happen', 'reviewed', 'in', 'the', 'weekend', 'video', '$XBI']",2014-11-10,11:16:47,EST,29035271,BMRN,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
82,"['$AAP', 'should', 'complete', 'a', 'Darvas', 'Box', 'tomorrow']",2014-11-10,11:15:54,EST,29035194,AAP,[u'suggested'],21645,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
83,"['This', 'is', 'where', 'we', 'want', '$GDX', 'to', 'hold', 'the', 'line', 'right', 'here', 'on', '60min20EMA']",2014-11-10,11:15:38,EST,29035173,GDX,[u'suggested'],28673,7496,Technical,[u'Equities'],Professional,Day Trader,HCPG
84,"['Mid', 'morning', '$ung', 'quick', 'glance', 'waves', 'trends', 'RSI', 'amp', 'perspective', 'gt', 'gt', 'gt']",2014-11-10,11:15:13,EST,29035138,UNG,[u'suggested'],24625,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
85,"['$AAP', 'is', 'looking', 'pretty', 'good', 'since', 'bouncing', 'off', 'the', '50-day', 'line', 'following', 'its', 'earnings', 'report']",2014-11-10,11:15:08,EST,29035129,AAP,[u'suggested'],21645,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
86,"['$AMGN', 'fuggetaboutit']",2014-11-10,11:14:51,EST,29035113,AMGN,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
87,"['One', 'of', 'the', 'more', 'glaring', 'short-term', 'divergences', 'I', '39m', 'watching', 'consumer', 'disc', 'to', 'staples', 'ratio', 'vs', '$SPY']",2014-11-10,11:14:30,EST,29035090,SPY,[u'suggested'],21328,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
88,"['$ARNA', 'has', 'promise', 'volume', 'by', 'price', 'level', 'and', 'Kirby', 'pocket', '$XBI', '$IBB']",2014-11-10,11:14:29,EST,29035087,ARNA,[u'suggested'],1862,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
89,"['@venkysrinivasan', 'Thx', 'V', 'on', 'all', 'fronts', '$XIV', 'can', 'be', 'rewarding', 'to', 'investors', 'We', '39ve', 'picked', 'up', 'more', 'in', 'three', 'weeks', 'than', '$SPY', 'made', 'all', 'last', 'year']",2014-11-10,11:14:04,EST,29035061,SPY,"[u'suggested', u'official']",25673,188312,Technical,"[u'Equities', u'Futures', u'Bonds']",Professional,,KimbleCharting
