,text,day,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
210,"['$FB', 'Options', 'market', 'pricing', 'in', 'a', 'move', 'of', '550', 'off', 'earnings', 'tonight']",T,2014-10-28,17:51:55,Z,28519179,FB,[u'suggested'],24770,186026,Technical,[u'Options'],Professional,Swing Trader,TraderRL23
211,"['The', 'Buyback', 'Of', 'Things', 'IBM', 'To', 'Repurchase', 'Another', '$5', 'Billion', 'In', 'Stock', 'In', 'Next', 'Two', 'Quarters', '$IBM']",T,2014-10-28,17:49:35,Z,28519017,IBM,"[u'suggested', u'official']",312,296805,,[],,,TalkMarkets
212,"['Who', '39s', 'right', 'Stock', 'market', 'or', 'bond', 'market', '$BKLN', '$SPY']",T,2014-10-28,17:49:18,Z,28519002,SPY,[u'suggested'],20453,10140,Fundamental,[u'Equities'],Professional,Long Term Investor,jessefelder
213,"['$TFF', 'Setup', '3', 'of', 'the', 'day', 'Patience', 'Trade', 'the', 'Trend', 'You', '39ll', 'always', 'get', 'more']",T,2014-10-28,17:45:52,Z,28518761,TF_F,[u'suggested'],455,92532,Technical,[u'Futures'],Professional,Day Trader,TradingFibz
214,"['$NQF', 'quietly', 'making', 'its', 'way', 'to', '4085754086', 'confluence', 'target', '$QQQ']",T,2014-10-28,17:45:46,Z,28518753,NQ_F,[u'suggested'],7282,119747,Technical,[u'Futures'],Professional,Day Trader,AheadoftheNews
215,"['Still', 'holding', 'a', 'bunch', 'of', '$XIV', 'amp', '$TBT', 'from', 'October', '15', 'as', 'much', 'as', 'I', 'like', 'to', 'take', 'a', 'profit', 'the', 'market', 'is', 'giving', 'no', 'reason', 'to', 'close', 'positions']",T,2014-10-28,17:44:49,Z,28518676,TBT,[u'suggested'],17543,31117,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,JFinDallas
216,"['PetroChina', '$PTR', 'upgraded', 'at', 'Morgan', 'Stanley']",T,2014-10-28,17:44:35,Z,28518653,PTR,"[u'suggested', u'official']",35924,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
217,"['$SPY', '$DIA', '$QQQ', 'amp', '$IWM', 'back', 'on', 'Hod', 'heading', 'into', 'afternoon', 'trading', '$ESF', 'now', '196900', '1200']",T,2014-10-28,17:44:36,Z,28518654,ES_F,[u'suggested'],3131,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
218,"['I', 'added', 'to', '$SHOS', 'Jan', '20', 'calls', 'this', 'amdaily', 'looks', 'Ahem']",T,2014-10-28,17:44:11,Z,28518629,SHOS,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
219,"['Looking', 'ahead', 'to', 'tomorrow', 'added', '$TAN', 'to', 'my', 'swing', 'long', 'watch', 'list', 'Earnings', 'NA']",T,2014-10-28,17:43:51,Z,28518604,TAN,[u'suggested'],29866,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
220,"['Bonds', '$TLT', 'acting', 'like', 'there', 'might', 'be', 'something', 'in', 'the', 'Yellen', 'hat', 'tomorrow']",T,2014-10-28,17:43:42,Z,28518589,TLT,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
221,"['quot', '@lumberjax', '@BeckyHiu', '@venkysrinivasan', 'Inverse', 'H', 'amp', 'S', 'on', '60', 'min', 'quot', '$IWM', 'ding', 'ding', 'ding']",T,2014-10-28,17:42:52,Z,28518544,IWM,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
222,"['oil', '$clf', 'all', 'wedged', 'up', 'intrday', '$uso']",T,2014-10-28,17:42:40,Z,28518525,CL_F,"[u'suggested', u'official']",1324,18652,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,a_jackson
223,"['@venkysrinivasan', 'Nice', 'my', 'small', 'lot', '$IWM', 'short', 'is', 'losing', 'money', 'I', '39m', 'ok', 'with', 'that', 'Hahaha']",T,2014-10-28,17:41:22,Z,28518452,IWM,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
224,"['@AsianOptionsGirl', 'this', 'is', 'a', '60', 'year', 'chart', 'not', '$spy', 'will', 'have', 'positive', 'impact', 'though']",T,2014-10-28,17:38:02,Z,28518253,SPY,"[u'suggested', u'official']",25165,188312,Technical,"[u'Equities', u'Futures', u'Bonds']",Professional,,KimbleCharting
225,"['Boolish', '$IWM', 'more', 'HOD', 'D', '2', 'now']",T,2014-10-28,17:37:40,Z,28518227,IWM,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
226,"['Carlyle-backed', 'GDC', 'Technology', 'offcially', 'withdraws', '$75', 'million', 'IPO', '$GDCT', '$CG', '$IPO', 'IPO']",T,2014-10-28,17:37:06,Z,28518195,CG,"[u'suggested', u'official']",40464,67015,Fundamental,[u'Equities'],Professional,Long Term Investor,IPOtweet
227,"['will', 'nelson', 'peltz', 'demand', 'a', 'breakup', 'of', 'bny', 'mellon', '$BK', '@foxbusiness', '2pm', 'peltz-gearing-up-for-spin-off']",T,2014-10-28,17:36:47,Z,28518177,BK,"[u'suggested', u'official']",38330,289689,,[],,,charliegasparino
228,"['T-Mobile', 'Misses', 'Q3', 'Estimates', 'With', 'Wider', 'Loss', 'Revenues', 'Up', '$TMUS']",T,2014-10-28,17:36:27,Z,28518158,TMUS,"[u'suggested', u'official']",312,296805,,[],,,TalkMarkets
229,"['$tsla', 'up', '85', 'phew']",T,2014-10-28,17:36:02,Z,28518131,TSLA,[u'suggested'],24118,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
230,"['Select', 'stocks', 'in', 'restaurant', 'sector', 'been', 'holding', 'well', '$LOCO', 'has', 'one', 'of', 'nicest', 'tight', 'chart', 'patterns']",T,2014-10-28,17:35:54,Z,28518121,LOCO,[u'suggested'],17632,17668,Technical,[u'Equities'],Intermediate,Swing Trader,ToddinFL
231,"['Thx', 'h', '@howardlindzon', 'Quiz-What', 'would', 'you', 'do', 'here', 'Answer', 'at', 'stocktoberfest', 'workshop', 'at', '230', 'today', '$SPY', '$STUDY', 'quot']",T,2014-10-28,17:35:28,Z,28518101,SPY,"[u'suggested', u'official']",25154,188312,Technical,"[u'Equities', u'Futures', u'Bonds']",Professional,,KimbleCharting
232,"['New', 'paradigm', 'in', 'oil', '$CLF']",T,2014-10-28,17:34:30,Z,28518053,CL_F,"[u'suggested', u'official']",1112,193178,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,,FuturesMagazine
233,"['$TSLA', '85', 'on', 'the', 'day']",T,2014-10-28,17:34:05,Z,28518017,TSLA,"[u'suggested', u'official']",4178,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
234,"['@KimbleCharting', 'Quiz-What', 'would', 'you', 'do', 'here', 'Answer', 'at', 'stocktoberfest', 'workshop', 'at', '230', 'today', '$SPY', '$STUDY']",T,2014-10-28,17:30:26,Z,28517810,SPY,"[u'suggested', u'official']",87366,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
235,"['$GILD', 'Q3', 'Earnings', 'Cheat', 'Sheet', '@EnisTaner']",T,2014-10-28,17:29:51,Z,28517772,GILD,"[u'suggested', u'official']",10500,70439,Fundamental,"[u'Equities', u'Options']",Professional,Position Trader,RiskReversal
236,"['$FB', 'Q3', 'Earnings', 'Cheat', 'Sheet']",T,2014-10-28,17:29:28,Z,28517752,FB,"[u'suggested', u'official']",10494,70439,Fundamental,"[u'Equities', u'Options']",Professional,Position Trader,RiskReversal
237,"['$TXRH', 'nice', 'breakout', 'today', 'held', 'up', 'well', 'during', 'last', 'few', 'wks', 'of', 'market', 'maelstrom']",T,2014-10-28,17:29:17,Z,28517742,TXRH,[u'suggested'],17633,17668,Technical,[u'Equities'],Intermediate,Swing Trader,ToddinFL
238,"['$CAT', 'education', 'for', 'followers', 'and', 'new', 'traders', 'Levels', 'watching', 'Holding', 'full', 'position', 'may', 'ladder', 'soon']",T,2014-10-28,17:29:07,Z,28517733,CAT,[u'suggested'],14738,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
239,"['ZELTIQ', 'Is', 'Growing', 'Into', 'Their', 'Valuation', '$ZLTQ']",T,2014-10-28,17:28:44,Z,28517711,ZLTQ,"[u'suggested', u'official']",312,296805,,[],,,TalkMarkets
240,"['October', '31', 'weekly', 'Option', 'chain', 'for', 'InvenSense', 'shows', 'a', 'notable', 'Volume', 'at', 'the', '$1950', 'Puts', '$INVN']",T,2014-10-28,17:28:40,Z,28517704,INVN,"[u'suggested', u'official']",29460,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
241,"['Small', 'craps', 'renamed', 'to', 'small', 'fries', 'today', '$IWM', 'D']",T,2014-10-28,17:28:34,Z,28517702,IWM,[u'suggested'],3195,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
242,"['quot', '@BeckyHiu', '$IWM', 'HOD', 'quot']",T,2014-10-28,17:28:26,Z,28517690,IWM,[u'suggested'],24119,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
243,"['$IWM', 'HOD']",T,2014-10-28,17:28:11,Z,28517670,IWM,[u'suggested'],3195,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
244,"['Sony', '$SNE', 'cuts', 'smartphone', 'sale', 'projection', 'according', 'to', 'the', 'Nikkei']",T,2014-10-28,17:28:05,Z,28517666,SNE,"[u'suggested', u'official']",35920,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
245,"['added', '$lulu', 'to', 'the', 'watch', 'list']",T,2014-10-28,17:27:39,Z,28517651,LULU,"[u'suggested', u'official']",1324,18652,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,a_jackson
246,"['Wow', '$NGF', 'is', 'rocking', 'today']",T,2014-10-28,17:27:25,Z,28517640,NG_F,[u'suggested'],3195,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
247,"['ST', 'Trading', 'Strategies', 'For', '$EURUSD', '$USDJPY', '$GBPUSD', '$AUDUSD', 'UBS']",T,2014-10-28,17:26:33,Z,28517594,AUDUSD,"[u'suggested', u'official']",5950,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
248,"['NEW', 'POST', 'Sellers', 'at', 'the', 'Gate', '$QQQ', '$SPY', '$TWTR']",T,2014-10-28,17:25:59,Z,28517566,SPY,[u'suggested'],22926,8482,Technical,[u'Equities'],Professional,Swing Trader,chessNwine
249,"['We', 'might', 'test', 'highs', 'now', 'for', 'indices', '$SPY', '$QQQ', '$IWM', '$DIA']",T,2014-10-28,17:24:06,Z,28517467,DIA,[u'suggested'],3195,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
250,"['Pfzier', '$PFE', 'says', 'tax', 'inversion', 'rules', 'wouldn', '39t', 'block', 'company', 'and', 'says', 'still', 'considering', 'deals', 'that', 'could', 'move', 'company', 'abroad']",T,2014-10-28,17:23:40,Z,28517444,PFE,"[u'suggested', u'official']",35920,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
251,"['Oil', 'coiling', 'up', 'on', '30', 'min', 'Trading', 'at', 'this', '8116', 'LIS', 'from', 'yest', 'and', 'is', 'same', 'LIS', 'today', '$CLF', '$USO', '$STUDY']",T,2014-10-28,17:23:16,Z,28517416,CL_F,[u'suggested'],7081,13803,,[u'Futures'],Professional,,TraderSmarts
252,"['I', 'just', 'sold', 'the', 'rest', 'of', 'my', '$dgaz', 'at', '514', 'I', '39ve', 'been', 'burned', 'by', 'this', 'channel', 'in', 'a', 'channel', 'pattern', 'before', 'can', 'always', 'revisit']",T,2014-10-28,17:22:54,Z,28517396,DGAZ,"[u'suggested', u'official']",1327,18652,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,a_jackson
253,"['Quick', 'Color', 'Structure', 'V-Spike', '$SPX', '$SPY', 'Update', 'Oct', '28', 'mkt']",T,2014-10-28,17:22:24,Z,28517364,SPX,"[u'suggested', u'official']",4605,2325,Technical,"[u'Equities', u'Futures']",Professional,Day Trader,afraidtotrade
254,"['one', 'perspective', 'on', '$WYNN', 'shows', 'a', 'potential', 'Gap', 'Fill', 'area', 'above', 'to', 'attack', 'amp', 'get', 'over', '50', 'SMA']",T,2014-10-28,17:20:01,Z,28517241,WYNN,"[u'suggested', u'official']",29459,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
255,"['$ngf', 'breaking', 'out', 'of', 'this', 'falling', 'channel', 'within', 'a', 'channel', '$dgaz']",T,2014-10-28,17:19:23,Z,28517216,NG_F,"[u'suggested', u'official']",1323,18652,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,a_jackson
256,"['will', 'carry', 'existing', 'positions', 'into', 'Earnings', 'AMC', '$MAR', 'IRA', '$GILD', 'Fab', '5', '$CHRW', 'some', 'clients']",T,2014-10-28,17:16:19,Z,28517050,CHRW,"[u'suggested', u'official']",29459,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
257,"['How', 'Long', 'Will', 'Equity', 'Income', 'ETFs', 'Remain', 'Strong', '$VNQ', '$XLU', '$PFF']",T,2014-10-28,17:15:27,Z,28516993,PFF,"[u'suggested', u'official']",312,296805,,[],,,TalkMarkets
258,"['Looks', 'like', 'they', 'had', 'L', '200', 'pricing', 'but', 'swapped', 'it', 'for', 'fixed', '46', 'through', '2023', 'Curious', 'bet', 'LIBOR', 'returning', 'to', 'pre-2009', 'levels', '$OSTK']",T,2014-10-28,17:15:19,Z,28516989,OSTK,"[u'suggested', u'official']",2769,16212,Fundamental,"[u'Equities', u'Options']",Professional,,The_Analyst
259,"['10', 'of', 'HomeRunInvestor', 'subscribers', 'get', 'buy', 'and', 'sell', 'alerts', 'via', 'text', 'message', '$STUDY']",T,2014-10-28,17:15:14,Z,28516984,STUDY,"[u'suggested', u'official']",26466,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
260,"['$SPX', 'sector', 'leadership', 'in', 'energy', '$XLE', 'amp', 'industrials', '$XLI', 'remains', 'in', 'place', 'moving', 'through', 'midday', '$ESF', 'now', '196600', '900']",T,2014-10-28,17:15:11,Z,28516978,ES_F,[u'suggested'],3127,174360,Technical,"[u'Equities', u'Options', u'Futures']",Intermediate,Day Trader,ep_capital
261,"['$SODA', 'earnings', 'tomorrow', 'Can', 'it', 'beat', 'low', 'expectations', 'Big', 'sell-off', 'yesterday', 'after', '$PEP', 'pop', 'Friday', 'Meanwhile', '$GMCR', 'at', 'all-time', 'high']",T,2014-10-28,17:14:52,Z,28516958,GMCR,"[u'suggested', u'official']",14658,23887,,[],Novice,Long Term Investor,lamonicabuzz
262,"['Some', 'kind', 'of', 'recovery', 'on', '$KN', 'today', 'Super', 'weak', 'open', 'found', 'the', 'bid']",T,2014-10-28,17:14:07,Z,28516920,KN,"[u'suggested', u'official']",26466,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
263,"['[', 'VIDEO', ']', '$ESF', 'Key', 'Levels', 'amp', 'Morning', 'Trade', 'Plan', 'Video', '$Study', '$SPY', '$SPX']",T,2014-10-28,17:12:39,Z,28516847,ES_F,[u'suggested'],7316,5143,Technical,[u'Futures'],Professional,Day Trader,eminiplayer
264,"['$aap', 'back', 'door', 'all', 'timers', 'today']",T,2014-10-28,17:10:41,Z,28516735,AAP,[u'suggested'],24117,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
265,"['Here', '39s', 'what', 'could', 'really', 'be', 'going', 'on', 'with', '$TSLA', 'sales', 'This', 'is', 'a', 'really', 'good', 'read']",T,2014-10-28,17:10:25,Z,28516726,TSLA,"[u'suggested', u'official']",4320,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
266,"['$NQ', 'word', 'play', 'game', 'at', 'NQ', 'NOT', 'STRONG']",T,2014-10-28,17:07:58,Z,28516594,NQ,"[u'suggested', u'official']",26465,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
267,"['FTC', 'Sues', 'AT', 'ampT', 'Inc', '$T', 'Over', 'Deceptive', 'and', 'Unfair', 'Data', 'Throttling', '$NFLX']",T,2014-10-28,17:07:36,Z,28516578,NFLX,"[u'suggested', u'official']",48254,8203,Fundamental,[u'Equities'],Professional,,Street_Insider
268,"['$NQ', 'quotno', 'evidence', 'of', 'an', 'effort', 'to', 'prevent', 'the', 'collection', 'of', 'documents', 'quot', 'vs', 'quotinfo', 'might', 'be', 'missing', 'quot', 'quotunable', 'to', 'provide', 'a', 'credible', 'explanation']",T,2014-10-28,17:07:35,Z,28516576,NQ,"[u'suggested', u'official']",26465,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
269,"['FTC', 'sues', 'AT', 'amp', 'T', '$T', 'for', 'deceptive', 'and', 'unfair', 'throttling', 'of', 'data', 'speeds']",T,2014-10-28,17:05:56,Z,28516463,T,"[u'suggested', u'official']",35917,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
270,"['this', 'slow', 'grind', 'in', '$AAPL', 'will', 'probably', 'lead', 'to', 'me', 'being', 'stopped', 'out', 'of', '$SPY', 'at', 'some', 'point', 'icahn', 'thinks', 'it', 'should', 'double', 'from', 'here']",T,2014-10-28,17:05:27,Z,28516425,AAPL,"[u'suggested', u'official']",21221,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
271,"['$INVN', 'on', 'the', 'sidelines', 'for', 'this', 'earnings', 'no', 'position', 'Gut', 'says', 'the', 'numbers', 'will', 'be', 'solid', 'But', 'gut', 'has', 'no', 'idea', 'what', 'Wall', 'Street', 'will', 'say']",T,2014-10-28,17:05:11,Z,28516405,INVN,[u'suggested'],22769,113,Technical,[u'Equities'],Intermediate,Position Trader,cperruna
272,"['$iwm', 'testing', 'highs', 'of', 'day']",T,2014-10-28,17:05:08,Z,28516404,IWM,[u'suggested'],24117,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
273,"['Salesforce', 'to', 'make', 'big', 'push', 'into', 'healthcare', 'industry', '$CRM']",T,2014-10-28,17:03:50,Z,28516335,CRM,"[u'suggested', u'official']",15804,87930,,"[u'Equities', u'Options']",Professional,,MarketSmith
274,"['quot', '@quantcha', 'How', 'To', 'Trade', 'Panera', '$PNRA', 'Ahead', 'Of', 'Earnings', 'quot']",T,2014-10-28,17:03:33,Z,28516318,PNRA,"[u'suggested', u'official']",29458,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
275,"['quot', '@WallStJesus', '$GSK', 'buyer', '1023', 'Feb15', '$47', 'Calls', '$100', 'quot']",T,2014-10-28,17:02:37,Z,28516256,GSK,[u'suggested'],3195,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
276,"['$TSLA', 'continues', 'to', 'run', 'today', 'and', 'hurt', 'the', 'shorts', 'in', 'the', 'name']",T,2014-10-28,17:02:06,Z,28516226,TSLA,[u'suggested'],14736,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
277,"['$KKD', 'early', 'stage', 'breakout', 'in', 'the', 'works', 'updated', 'chart']",T,2014-10-28,17:02:00,Z,28516216,KKD,[u'suggested'],29659,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
278,"['I', 'found', '$EWBC', 'by', 'screening', 'for', 'stocks', 'with', 'upward', 'earnings', 'estimate', 'revisions', 'in', 'our', 'Stock', 'Investor', 'Pro', 'program']",T,2014-10-28,17:01:24,Z,28516166,EWBC,"[u'suggested', u'official']",28829,18084,Value,[u'Equities'],Professional,Long Term Investor,CharlesRAAII
279,"['Option', 'market', 'is', 'saying', 'Facebook', 'is', 'expected', 'to', 'move', 'by', 'about', '75', 'today', 'We', 'shall', 'see', '$twtr', 'was', 'expected', 'to', 'be', '14', 'got', 'that', 'right']",T,2014-10-28,17:01:19,Z,28516159,TWTR,"[u'suggested', u'official']",1181,237666,Value,"[u'Equities', u'Options', u'Forex', u'Bonds']",Professional,Position Trader,SeanDavid
280,"['$TWTR', 'Testing', '$44', 'here', 'a', 'nice', 'morning', 'move', 'Intraday']",T,2014-10-28,17:01:15,Z,28516152,TWTR,[u'suggested'],16554,76647,Technical,[u'Equities'],Professional,Day Trader,TradingPlays
281,"['I', 'found', '$EWBC', 'by', 'screening', 'for', 'stocks', 'with', 'upward', 'earnings', 'estimate', 'revisions', 'in', 'our', 'Stock', 'Investor', 'Pro', 'program']",T,2014-10-28,17:01:12,Z,28516147,EWBC,"[u'suggested', u'official']",28831,18084,Value,[u'Equities'],Professional,Long Term Investor,CharlesRAAII
282,"['Quant', 'Signals', 'For', '$EURUSD', '$USDJPY', '$AUDUSD', 'amp', 'Other', 'Majors', 'Barclays']",T,2014-10-28,17:00:50,Z,28516123,AUDUSD,"[u'suggested', u'official']",5951,185031,Global Macro,"[u'Forex', u'Bonds']",Professional,,eFXnews
283,"['$DYAX', 'nice', 'follow', 'throughupdated', 'chart']",T,2014-10-28,17:00:17,Z,28516089,DYAX,[u'suggested'],29654,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
284,"['@shahofNY', 'big', 'buyer', 'just', 'hit', 'the', 'tape', 'could', 'send', 'it', 'back', 'to', '$24', 'would', 'put', 'a', 'stop', 'loss', 'in', 'at', '2299', 'or', 'something', 'like', 'that', 'Good', 'move', '$SANM']",T,2014-10-28,17:00:08,Z,28516080,SANM,"[u'suggested', u'official']",26465,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
285,"['$CTLT', 'long', 'setup']",T,2014-10-28,16:59:32,Z,28516050,CTLT,[u'suggested'],29654,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
286,"['East', 'West', 'Bancorp', '$EWBC', 'is', 'my', 'Buy', 'of', 'the', 'Week', 'on', '@MoneyLifeShow', 'Listen', 'to', 'find', 'out', 'why']",T,2014-10-28,16:59:07,Z,28516028,EWBC,"[u'suggested', u'official']",28829,18084,Value,[u'Equities'],Professional,Long Term Investor,CharlesRAAII
287,"['In', 'that', 'case', 'I', '39m', 'hoping', 'for', 'a', 'huge', 'beat', 'so', 'I', 'can', 'load', 'up', 'on', 'puts', '$FB']",T,2014-10-28,16:59:01,Z,28516020,FB,"[u'suggested', u'official']",19691,10381,Value,"[u'Equities', u'Options']",Professional,Position Trader,CapitalObserver
288,"['$CLF', 'nice', 'breakout', 'updated', 'chart']",T,2014-10-28,16:58:58,Z,28516014,CLF,[u'suggested'],29654,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
289,"['$ARCO', 'bottom', 'watch']",T,2014-10-28,16:58:19,Z,28515980,ARCO,[u'suggested'],29654,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
290,"['$GS', 'note', 'saying', '$FB', 'shares', 'could', 'be', 'available', 'to', 'trade', 'in', '2-3', 'days', 'after', 'the', 'number', 'is', 'out', 'Not', 'a', 'concern', 'for', 'tomorrow']",T,2014-10-28,16:57:52,Z,28515954,GS,"[u'suggested', u'official']",19691,10381,Value,"[u'Equities', u'Options']",Professional,Position Trader,CapitalObserver
291,"['$CYBR', 'nice', 'continuation', 'updated', 'chart']",T,2014-10-28,16:57:46,Z,28515947,CYBR,[u'suggested'],29654,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
292,"['$AAPL', 'is', 'just', 'the', 'quotbig', 'engine', 'that', 'could', 'quot', 'makes', 'a', 'new', 'ATH', 'about', 'every', '27', 'minutes', 'not', 'sensing', 'the', 'euporia', 'of', '2012', 'this', 'time']",T,2014-10-28,16:57:05,Z,28515907,AAPL,"[u'suggested', u'official']",21220,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
293,"['The', 'best', 'hope', 'for', '$OSTK', 'is', 'Byrne', 'steps', 'back', 'once', 'the', 'ridiculous', 'new', 'HQ', 'his', 'quotlegacy', 'quot', 'is', 'done', 'to', 'work', 'on', 'other', 'projects', 'Fingers', 'crossed']",T,2014-10-28,16:55:56,Z,28515827,OSTK,"[u'suggested', u'official']",2767,16212,Fundamental,"[u'Equities', u'Options']",Professional,,The_Analyst
294,"['$AAPL', 'HOD']",T,2014-10-28,16:54:39,Z,28515741,AAPL,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
295,"['$TWTR', 'HOD']",T,2014-10-28,16:54:26,Z,28515725,TWTR,[u'suggested'],3195,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
296,"['Still', 'remain', 'confident', 'in', 'my', 'Seeking', 'Alpha', 'Article', 'on', 'Coach', 'Thesis', 'remainsPatience', 'Pays', '$coh', '$spy', '$dia', '$iwm', '$QQQ']",T,2014-10-28,16:53:47,Z,28515682,COH,"[u'suggested', u'official']",1181,237666,Value,"[u'Equities', u'Options', u'Forex', u'Bonds']",Professional,Position Trader,SeanDavid
297,"['$USDJPY', '10809', 'again']",T,2014-10-28,16:52:39,Z,28515614,USDJPY,[u'suggested'],7280,119747,Technical,[u'Futures'],Professional,Day Trader,AheadoftheNews
298,"['Travel', 'industry', 'strong', 'this', 'quarter', 'but', 'future', 'forecast', 'w', 'Ebola', 'fears', '$PCLN']",T,2014-10-28,16:51:58,Z,28515573,PCLN,[u'suggested'],30828,22227,Fundamental,[u'Equities'],Intermediate,Long Term Investor,abubnic
299,"['$TWTR', 'though', 'nice', 'RS']",T,2014-10-28,16:51:55,Z,28515569,TWTR,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
300,"['these', '2', 'articles', 'sum', 'up', 'nicely', 'why', 'i', 'wouldn', '39t', 'compare', '$DDD', 'to', '$GPRO']",T,2014-10-28,16:51:28,Z,28515550,DDD,"[u'suggested', u'official']",21221,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
301,"['Has', '$coh', 'lost', 'its', 'Wheels', 'Even', 'the', 'ads', 'seem', 'a', 'bit', 'bland', 'gt', 'gt']",T,2014-10-28,16:50:54,Z,28515520,COH,[u'suggested'],24115,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
302,"['Long', 'some', '$IWM', 'Nov', '110', 'puts', 'small']",T,2014-10-28,16:49:13,Z,28515425,IWM,[u'suggested'],3192,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
303,"['Not', 'exactly', 'a', 'prime', 'instrument', 'for', 'TA', 'but', 'factually', 'speaking', '$XIV', 'is', 'tagging', 'it', '39s', '21', 'ema', 'today', 'Perhaps', 'acts', 'as', 'some', 'resistance']",T,2014-10-28,16:48:53,Z,28515403,XIV,[u'suggested'],23881,143396,Technical,[u'Equities'],Intermediate,Swing Trader,BenCBanks
