,text,day,date,time,tz,message_id,symbol,classification,followers,id,strategy,assets_traded,experience,holding_per,username
0,"['October', '2', 'weeks', 'straight', 'down', '2', 'weeks', 'straight', 'up', '$SPY']",T,2014-10-28,19:38:37,Z,28527952,SPY,[u'suggested'],529,53387,Technical,[u'Futures'],Professional,Day Trader,TopstepTrader
1,"['filled', 'on', 'the', '$PNRA', 'trade']",T,2014-10-28,19:37:03,Z,28527822,PNRA,"[u'suggested', u'official']",29465,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
2,"['Which', 'Type', 'of', 'Facebook', 'Will', 'We', 'Get', '$FB', '$GILD', '$IWC', '$IWM', '$WYNN']",T,2014-10-28,19:36:35,Z,28527785,GILD,[u'suggested'],22929,8482,Technical,[u'Equities'],Professional,Swing Trader,chessNwine
3,"['$TFF', 'Daily', 'S3Hit']",T,2014-10-28,19:35:51,Z,28527725,TF_F,[u'suggested'],455,92532,Technical,[u'Futures'],Professional,Day Trader,TradingFibz
4,"['$TWTR', 'CFO', 'Takes', 'Charge', 'as', 'CEO', 'Steps', 'Back', 'on', 'Call']",T,2014-10-28,19:35:40,Z,28527705,TWTR,"[u'suggested', u'official']",4332,10056,,[u'Options'],Professional,Position Trader,OphirGottlieb
5,"['Sold', 'to', 'open', '7-Nov', '$UNG', 'strike-20', 'amp', '20\xc2\xbd', 'calls']",T,2014-10-28,19:35:34,Z,28527700,UNG,[u'suggested'],15889,2314,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,bearcharts
6,"['$esi', 'hods', 'might', 'squeeze', 'to', '10', 'here']",T,2014-10-28,19:35:21,Z,28527676,ESI,[u'suggested'],19072,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
7,"['not', 'getting', 'sense', 'this', 'is', 'the', 'inverted', 'reverse', 'broadening', 'top', 'formation', 'some', 'were', 'hoping', 'for', '$SPY', 'no', 'shorts', 'currently', 'on', 'the', 'books']",T,2014-10-28,19:35:16,Z,28527669,SPY,"[u'suggested', u'official']",21230,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
8,"['Earnings', 'Preview', 'Facebook', 'And', 'Gilead', 'Sciences', 'On', 'Deck', '$FB', '$GILD', '$SPY']",T,2014-10-28,19:34:48,Z,28527623,GILD,"[u'suggested', u'official']",315,296805,,[],,,TalkMarkets
9,"['All', 'out', 'the', '$TSLA', 'short', '133', 'on', 'remainder', 'Trade', 'closed', 'TY', '@Shaq48Trader']",T,2014-10-28,19:34:16,Z,28527565,TSLA,[u'suggested'],14741,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
10,"['$CAT', 'to', '101', 'Solid', 'move', 'out', 'of', 'earnings', 'Very', 'nice']",T,2014-10-28,19:34:02,Z,28527530,CAT,[u'suggested'],29873,391,Technical,[u'Equities'],Professional,Swing Trader,jackdamn
11,"['$TUBE', 'with', 'a', 'PBBO', 'and', '10ema', 'just', 'below', 'Let', '39er', 'rip', 'now']",T,2014-10-28,19:33:13,Z,28527458,TUBE,[u'suggested'],1608,21210,Technical,"[u'Equities', u'Options', u'Futures', u'Bonds']",Professional,Swing Trader,Cousin_Vinny
12,"['Court', 'grants', 'summary', 'judgement', 'in', 'favour', 'of', 'Couponscom', '$COUP', 'vs', 'DSS']",T,2014-10-28,19:32:55,Z,28527421,COUP,"[u'suggested', u'official']",35945,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
13,"['WOW', 'Janet', 'must', 'be', 'reintroducing', 'some', 'QE', 'tomorrow', '$SPY']",T,2014-10-28,19:32:14,Z,28527344,SPY,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
14,"['eyes', 'on', '$COUP', 'for', 'a', 'late', 'day', 'move', 'on', 'a', 'judgement']",T,2014-10-28,19:32:04,Z,28527332,COUP,"[u'suggested', u'official']",26481,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
15,"['$NLNK', 'bounced', 'right', 'at', 'where', '3450', 'However', 'today', '39s', 'action', 'sucks', 'in', 'comparison', 'to', 'indices', '$STUDY', 'hammer', 'NOT', 'confirming']",T,2014-10-28,19:30:50,Z,28527210,STUDY,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
16,"['$sonc', '52weekers']",T,2014-10-28,19:29:44,Z,28527115,SONC,[u'suggested'],24125,74841,Technical,[u'Equities'],Professional,Swing Trader,lumberjax
17,"['As', 'the', 'V', 'bottom', 'is', 'the', 'new', 'tight', 'flat', 'base', 'so', 'too', 'is', 'a', 'potbelly', 'the', 'new', '6', 'pack', 'abs', '$PBPB']",T,2014-10-28,19:28:36,Z,28526986,PBPB,[u'suggested'],17635,17668,Technical,[u'Equities'],Intermediate,Swing Trader,ToddinFL
18,"['$QQQ', '10000', 'tootshorn']",T,2014-10-28,19:27:57,Z,28526941,QQQ,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
19,"['Tons', 'of', 'oil', 'deals', 'I', 'heard', 'lately', 'M', 'ampS', 'active', 'with', 'MLPs', 'too', '$XLE', 'getting', 'too', 'cheap']",T,2014-10-28,19:27:44,Z,28526920,XLE,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
20,"['$IWM', '114', 'WOOT']",T,2014-10-28,19:26:49,Z,28526836,IWM,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
21,"['Taking', 'my', 'S', 'ampP', '2000', 'hat', 'back', 'out', 'of', 'the', 'closet', 'Yes', '$SPX']",T,2014-10-28,19:26:21,Z,28526801,SPX,[u'suggested'],24770,186026,Technical,[u'Options'],Professional,Swing Trader,TraderRL23
22,"['Mercenary', 'Knowledge', 'Center', 'On', 'the', 'Virtues', 'of', 'Shifting', 'Gears', '$STUDY']",T,2014-10-28,19:25:03,Z,28526700,STUDY,"[u'suggested', u'official']",17953,22942,Technical,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,MercenaryMike
23,"['@lumberjax', '@venkysrinivasan', '@andysingal', 'Still', 'looking', 'for', '100', '$QQQ']",T,2014-10-28,19:24:25,Z,28526641,QQQ,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
24,"['ARGHHHHHH', '$APA', 'spiking', 'now', 'smacks', 'self']",T,2014-10-28,19:23:52,Z,28526586,APA,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
25,"['$BBRY', 'looking', 'good', 'for', 'taking', 'out', 'previous', 'high', 'trading', 'in', 'the', 'green', 'all', 'year']",T,2014-10-28,19:23:49,Z,28526581,BBRY,[u'suggested'],1923,139969,Technical,[],,Swing Trader,M5amhan
26,"['quot', '@FuturesMagazine', 'Crude', 'It', '39s', 'not', 'often', 'you', 'get', 'two', 'set-ups', 'like', 'this', '$CLF', 'quot']",T,2014-10-28,19:23:41,Z,28526571,CL_F,"[u'suggested', u'official']",1329,18652,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,a_jackson
27,"['quot', '@FinancialJuice', 'Woodside', 'Petroleum', 'WPL', 'AT', 'eyeing', 'Apache', '39s', '$APA', 'Wheatstone', 'stake', 'according', 'to', 'AFR', 'quot', 'are', 'you', 'serious', 'after', 'i', 'sold', 'it']",T,2014-10-28,19:23:23,Z,28526545,APA,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
28,"['Woodside', 'Petroleum', 'WPL', 'AT', 'eyeing', 'Apache', '39s', '$APA', 'Wheatstone', 'stake', 'according', 'to', 'AFR']",T,2014-10-28,19:22:49,Z,28526500,APA,"[u'suggested', u'official']",35944,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
29,"['Crude', 'It', '39s', 'not', 'often', 'you', 'get', 'two', 'set-ups', 'like', 'this', '$CLF']",T,2014-10-28,19:21:51,Z,28526428,CL_F,"[u'suggested', u'official']",1113,193178,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,,FuturesMagazine
30,"['With', 'the', 'market', 'moving', 'broadly', 'higher', 'make', 'sure', 'you', '39re', 'focused', 'on', 'the', 'elite', 'leaders', 'That', '39s', 'where', 'the', 'big', 'money', 'is', '$SPY']",T,2014-10-28,19:21:42,Z,28526417,SPY,[u'suggested'],21253,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
31,"['$hive', 'short', '625']",T,2014-10-28,19:21:28,Z,28526404,HIVE,[u'suggested'],19072,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
32,"['$rgls', 'reshort', '178s']",T,2014-10-28,19:21:11,Z,28526383,RGLS,[u'suggested'],19072,122643,Momentum,[u'Equities'],Professional,Day Trader,kunal00
33,"['Nice', 'reversal', 'in', '$SLB', 'today', 'after', 'yesterday', '39s', 'gap', 'down', 'key', 'tell', 'was', 'it', 'not', 'staying', 'in', 'the', 'gap', 'below', 'long', 'at', 'all']",T,2014-10-28,19:20:59,Z,28526370,SLB,"[u'suggested', u'official']",23393,16249,Technical,"[u'Equities', u'Options', u'Bonds']",Professional,,gtlackey
34,"['$TSLA', 'looking', 'very', 'strong', 'as', 'it', 'climbs', '9', 'on', 'strong', 'volume']",T,2014-10-28,19:20:49,Z,28526355,TSLA,[u'suggested'],21253,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
35,"['quot', '@BeckyHiu', '$TWTR', 'fading', 'back', 'at', 'VAL', '4375', 'level', 'quot', 'lt', 'sorry', 'VAH']",T,2014-10-28,19:20:32,Z,28526332,TWTR,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
36,"['$FCB', 'recent', 'IPO', 'also', 'breaking', 'out', 'today']",T,2014-10-28,19:20:28,Z,28526328,FCB,[u'suggested'],679,30973,Momentum,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,Global_Trader
37,"['$TWTR', 'fading', 'back', 'at', 'VAL', '4375', 'level']",T,2014-10-28,19:20:14,Z,28526312,TWTR,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
38,"['I', '39ve', 'lost', 'so', 'much', 'money', 'shorting', 'strong', 'seasonals', 'that', 'the', 'lesson', 'has', 'finally', 'sunk', 'in', 'Don', '39t', 'short', 'them', 'unless', 'everything', 'lines', 'up', '$STUDY']",T,2014-10-28,19:20:11,Z,28526303,STUDY,"[u'suggested', u'official']",19700,10381,Value,"[u'Equities', u'Options']",Professional,Position Trader,CapitalObserver
39,"['$IWM', 'moving', 'more', 'slow', 'and', 'steady', 'than', 'the', 'others', '30m', 'trend']",T,2014-10-28,19:19:28,Z,28526253,IWM,[u'suggested'],1923,139969,Technical,[],,Swing Trader,M5amhan
40,"['Incredible', 'Turnaround', 'Tuesday', 'bull', 'action', 'today', '$SPY']",T,2014-10-28,19:19:25,Z,28526247,SPY,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
41,"['So', 'many', 'companies', 'announcing', 'break', 'up', 'plans', 'But', 'companies', 'that', 'are', 'doing', 'well', 'don', '39t', 'need', 'them', 'See', 'anyone', 'urging', '$DIS', 'to', 'spin', 'off', 'Marvel']",T,2014-10-28,19:19:23,Z,28526244,DIS,"[u'suggested', u'official']",14659,23887,,[],Novice,Long Term Investor,lamonicabuzz
42,"['CommVault', 'Systems', '$CVLT', 'downgraded', 'at', 'Piper', 'Jaffrray']",T,2014-10-28,19:19:09,Z,28526224,CVLT,"[u'suggested', u'official']",35944,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
43,"['I', 'really', 'like', 'what', 'we', '39re', 'seeing', 'from', '$VIPS']",T,2014-10-28,19:19:04,Z,28526215,VIPS,[u'suggested'],21253,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
44,"['$NOW', 'is', 'another', 'recent', 'breakout', 'that', 'is', 'looking', 'great', 'right', 'now', 'Up', 'another', '4', 'today']",T,2014-10-28,19:18:25,Z,28526163,NOW,[u'suggested'],21253,22625,Momentum,[u'Equities'],Professional,Position Trader,DarvasTrader
45,"['10', 'reasons', 'gold', 'and', 'real', 'interest', 'rates', 'tango', '$GCF']",T,2014-10-28,19:18:12,Z,28526146,GC_F,"[u'suggested', u'official']",1113,193178,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,,FuturesMagazine
46,"['@venkysrinivasan', '$IWM', 'almost', '114', 'I', '39m', 'keeping', 'those', 'puts', 'and', 'TLT', 'calls']",T,2014-10-28,19:17:03,Z,28526054,IWM,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
47,"['Markets', 'looking', 'up', 'are', 'you', 'The', 'Weekly', 'Market', 'Outlook', 'Enthusiast', 'vs', 'Skeptic', '$DJIA', '$SPX', '$NDX']",T,2014-10-28,19:16:38,Z,28526026,DJIA,[u'suggested'],2759,1827,Technical,[u'Equities'],Intermediate,Day Trader,AnniDayTrades
48,['$VIX'],T,2014-10-28,19:16:15,Z,28525993,VIX,"[u'suggested', u'official']",4178,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
49,"['$aapl', 'follow', 'up', 'since', 'the', 'swing', 'long', 'entry', 'after', 'earnings', 'looks', 'good', 'and', 'extends', 'higher']",T,2014-10-28,19:15:51,Z,28525957,AAPL,"[u'suggested', u'official']",23525,127912,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,RedDogT3
50,"['$QQQ', 'still', 'in', 'this', '15m', 'trend']",T,2014-10-28,19:15:52,Z,28525959,QQQ,[u'suggested'],1923,139969,Technical,[],,Swing Trader,M5amhan
51,"['quot', '@sspencersmb', 'ROSENBERG', 'Bear', 'Markets', 'Don', '39t', 'Just', 'Happen', 'They', '39re', 'Caused', 'By', 'These', 'Two', 'Conditions', '$MACRO', 'quot']",T,2014-10-28,19:15:26,Z,28525928,MACRO,[u'suggested'],432,221415,Technical,"[u'Forex', u'Futures']",Professional,Day Trader,TRADEnPERFORM
52,"['Lithuania', 'declares', 'natgas', 'Independence', 'from', 'Gazprom', 'Russia', 'Putin', 'LNG', '$UNG', '$OGZD', '$RSX']",T,2014-10-28,19:15:25,Z,28525924,RSX,[u'suggested'],4688,1406,Global Macro,"[u'Equities', u'Bonds']",Professional,Position Trader,macroQmicro
53,"['$HAWK', 'giving', 'a', 'buy', 'signal', 'today', 'Breaking', 'out', 'of', 'flag', 'with', 'high', 'volume']",T,2014-10-28,19:15:22,Z,28525919,HAWK,[u'suggested'],679,30973,Momentum,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,Global_Trader
54,"['$QQQ', '100', 'dollar', 'roll', 'coming']",T,2014-10-28,19:15:09,Z,28525906,QQQ,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
55,"['or', 'just', 'trade', 'all', 'year', 'rack', 'up', 'commissions', 'and', 'bring', 'down', 'your', 'RR', 'ratios', 'and', 'batting', 'averageit', 'is', 'up', 'to', 'you', '$SPY']",T,2014-10-28,19:15:07,Z,28525903,SPY,"[u'suggested', u'official']",4178,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
56,"['$VXX', 'broke', '31', 'ruh', 'roh']",T,2014-10-28,19:14:59,Z,28525893,VXX,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
57,"['quot', '@JLyonsFundMgmt', '$EWZ', 'short', 'squeeze', '=', 'ON', 'quot']",T,2014-10-28,19:14:35,Z,28525855,EWZ,"[u'suggested', u'official']",29465,12134,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Intermediate,Swing Trader,1nvestor
58,"['ROSENBERG', 'Bear', 'Markets', 'Don', '39t', 'Just', 'Happen', 'They', '39re', 'Caused', 'By', 'These', 'Two', 'Conditions', '$MACRO']",T,2014-10-28,19:14:23,Z,28525829,MACRO,"[u'suggested', u'official']",21228,74,Momentum,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,sspencer_smb
59,"['$COMPQ', 'chart', 'view']",T,2014-10-28,19:14:10,Z,28525801,COMPQ,[u'suggested'],29661,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
60,"['lol', '$SVVC', 'with', '8-k', 'that', 'liquidated', '$TWTR', 'prior', 'to', 'Friday', '39s', 'close', 'NailedIt\xc2\xb2']",T,2014-10-28,19:14:08,Z,28525798,TWTR,"[u'suggested', u'official']",20563,34354,Fundamental,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds', u'Private Companies']",Professional,Long Term Investor,MicroFundy
61,"['$ESF', '$YMF', '$NQF', '$STUDY', 'Trend', 'days', 'either', 'direction', 'works', 'for', 'me', 'Up', 'to', '220t', 'move', 'today', 'on', '$TFF']",T,2014-10-28,19:13:55,Z,28525770,ES_F,[u'suggested'],455,92532,Technical,[u'Futures'],Professional,Day Trader,TradingFibz
62,"['I', 'stopped', 'trading', 'for', '2-3', 'months', 'Waited', 'Don', '39t', 'feel', 'pressured', 'to', 'trade', 'Especially', 'if', 'you', 'don', '39t', 'have', 'LPs', 'Why', 'would', 'you', '$SPY']",T,2014-10-28,19:13:29,Z,28525723,SPY,"[u'suggested', u'official']",4178,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
63,"['$VIX', 'chart', 'view']",T,2014-10-28,19:12:57,Z,28525666,VIX,[u'suggested'],29660,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
64,"['I', 'said', 'it', 'all', 'summer', 'and', 'fall', 'step', 'away', 'if', 'the', 'market', 'isn', '39t', 'working', 'for', 'you', 'Come', 'back', 'when', 'it', 'you', 'are', 'ready', '$SPY']",T,2014-10-28,19:12:27,Z,28525635,SPY,"[u'suggested', u'official']",4178,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
65,"['$IWM', 'chart', 'view']",T,2014-10-28,19:12:13,Z,28525615,IWM,[u'suggested'],29661,7176,Technical,"[u'Equities', u'Options']",Professional,Day Trader,stt2318
66,"['$vix', 'slicing', 'through', 'the', '50D', '1st', 'day', 'of', 'a', 'range', 'break', '2', 'tomorrow', 'will', 'b', 'interesting']",T,2014-10-28,19:12:11,Z,28525610,VIX,"[u'suggested', u'official']",1329,18652,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,a_jackson
67,"['$ESRX', '$BIDU', '$X', 'all', 'looking', 'really', 'good', 'heading', 'into', 'earnings']",T,2014-10-28,19:11:56,Z,28525592,BIDU,[u'suggested'],1922,139969,Technical,[],,Swing Trader,M5amhan
68,"['Reporting', 'EPS', '1029', 'premarket', '$EXC', '$SO', '$PSX', '$ALLY', '$GT', '$ETN', '$HES', '$TEL', '$VLY', '$WEC', '$SEE', '$SPWR']",T,2014-10-28,19:10:48,Z,28525492,SPWR,[u'suggested'],18781,194718,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,WSConsensus
69,"['quot', '@alextarhini', 'btw', '$SPY', '200', 'dma', 'is', 'sloping', 'upwards', 'quot']",T,2014-10-28,19:10:34,Z,28525471,SPY,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
70,"['look', 'at', 'the', '$BBH', 'set', 'up', 'and', 'today', '39s', 'candle', 'also', 'NBIX', 'biotech', 'index']",T,2014-10-28,19:10:24,Z,28525457,BBH,"[u'suggested', u'official']",24102,218,Technical,[u'Equities'],Professional,Swing Trader,ZorTrades
71,"['With', 'a', 'steep', 'rally', 'like', 'this', 'into', 'the', 'FOMC', 'tomorrow', 'I', 'ask', 'theewhat', 'does', 'the', 'Fed', 'have', 'to', 'say', 'for', 'this', 'rally', 'to', 'continue', '$SPX']",T,2014-10-28,19:10:23,Z,28525455,SPX,"[u'suggested', u'official']",2005,55714,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Swing Trader,steadytrader
72,"['btw', '$SPY', '200', 'dma', 'is', 'sloping', 'upwards']",T,2014-10-28,19:10:20,Z,28525448,SPY,"[u'suggested', u'official']",4177,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
73,"['Stocks', 'to', 'watch', 'tonight', '$AMP', '$EXP', '$EA', '$FB', '$HURN', '$INVN', '$SWI', '$TQNT', '$XOOM', 'EARNINGS', '$STUDY']",T,2014-10-28,19:09:31,Z,28525377,EA,"[u'suggested', u'official']",26478,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
74,"['Didn', '39t', 'think', 'we', '39d', 'see', 'it', 'today', 'but', '$SPX', 'probably', 'testing', 'a', 'tight', 'Fib', 'extension', 'confluence', 'at', '198139-198211']",T,2014-10-28,19:09:33,Z,28525383,SPX,[u'suggested'],8361,9448,Technical,"[u'Equities', u'Options', u'Futures']",Professional,Position Trader,MarzBonfire
75,"['$XIV', 'Woot', 'Who', 'loves', 'you', 'What', 'a', 'win']",T,2014-10-28,19:09:18,Z,28525364,XIV,"[u'suggested', u'official']",87384,5,Momentum,[u'Equities'],Intermediate,Position Trader,howardlindzon
76,"['EPS', 'after', 'close', '$FB', '$GILD', '$X', '$APC', '$XCO', '$TRN', '$NFX', '$ESRX', '$INVN', '$KIM', '$TQNT', '$MAR', '$EA', '$EQR']",T,2014-10-28,19:09:09,Z,28525348,EA,[u'suggested'],18780,194718,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,WSConsensus
77,"['HUGE', 'algo', 'buy', 'program', 'ran', 'at', '301', 'late', 'in', 'the', 'minute', '305', 'stocks', 'and', 'very', 'high', 'quote', 'rates', 'possible', 'capper', '$spy']",T,2014-10-28,19:08:50,Z,28525321,SPY,[u'suggested'],24084,112775,Technical,[u'Equities'],Professional,Position Trader,HFTAlert
78,"['^', '^', 'still', 'believe', 'this', 'is', 'the', 'case', '$SPY', '$USO']",T,2014-10-28,19:08:11,Z,28525264,SPY,"[u'suggested', u'official']",4177,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
79,"['$loco', 'chart', 'as', 'the', 'Day', '1', 'develops', 'with', 'levels', 'and', 'thoughts']",T,2014-10-28,19:07:41,Z,28525222,LOCO,"[u'suggested', u'official']",23522,127912,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,RedDogT3
80,"['$198', '$SPY', 'what', 'a', 'run']",T,2014-10-28,19:07:28,Z,28525206,SPY,[u'suggested'],529,53387,Technical,[u'Futures'],Professional,Day Trader,TopstepTrader
81,"['$TFF', '200', 'day', 'Moving', 'average', 'line', 'in', 'the', 'sandfor', 'now', '3', 'chart', 'confirmation', 'entry', '@', '11355']",T,2014-10-28,19:07:13,Z,28525172,TF_F,[u'suggested'],455,92532,Technical,[u'Futures'],Professional,Day Trader,TradingFibz
82,"['@BrattleStCap', 'I', 'hear', 'you', 'on', 'that', 'but', '$CMI', 'and', '$BGG', 'have', 'to', 'be', 'thinking', 'time', 'to', 'hit', 'it', 'CMI', 'esp', 'with', 'the', 'big', 'move', 'today']",T,2014-10-28,19:06:17,Z,28525077,BGG,"[u'suggested', u'official']",26478,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
83,"['HT', '@shaq48Trading', 'for', 'call', 'out', 'on', '$TSLA', 'a', 'must', 'follow']",T,2014-10-28,19:05:17,Z,28524981,TSLA,[u'suggested'],14739,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
84,"['$GLPI', 'beats', 'and', 'guides', 'higher', 'yet', 'stock', 'down', '3']",T,2014-10-28,19:05:16,Z,28524979,GLPI,"[u'suggested', u'official']",26478,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
85,"['$TWTR', 'chart', 'update', 'Gap', 'move', 'to', 'Aug', 'support', 'level', 'bearish', 'action', '24', 'YTD']",T,2014-10-28,19:04:43,Z,28524920,TWTR,[u'suggested'],2685,43,Technical,"[u'Equities', u'Options']",Intermediate,Position Trader,FinanceTrends
86,"['$AAPL', 'forever', 'highs', '$GOOGL', 'HOD']",T,2014-10-28,19:04:10,Z,28524867,AAPL,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
87,"['$TSLA', 'out', 'partial', 'for', '217', 'per', 'share', 'Cover', 'set', 'on', 'rest']",T,2014-10-28,19:04:03,Z,28524855,TSLA,[u'suggested'],14739,6375,Technical,[u'Equities'],Intermediate,Swing Trader,SunriseTrader
88,"['Mercenary', 'Trading', 'Wisdom', 'Why', 'Mutual', 'Funds', 'Don', 't', 'Beat', 'the', 'Market', '$STUDY']",T,2014-10-28,19:03:37,Z,28524818,STUDY,"[u'suggested', u'official']",17954,22942,Technical,"[u'Equities', u'Options', u'Forex']",Professional,Swing Trader,MercenaryMike
89,"['$IWM', '$RUT', 'up', '7', 'over', 'past', '10', 'd', 'That', 'tends', 'to', 'lead', 'to', 'consolidation', 'not', 'reversals']",T,2014-10-28,19:03:27,Z,28524807,IWM,"[u'suggested', u'official']",15386,15,Technical,"[u'Equities', u'Options', u'Forex', u'Futures']",Professional,Swing Trader,stevenplace
90,"['Nice', 'action', 'going', 'into', 'last', 'hour', '$SPY', '$IWM', '$DIA', '$QQQ']",T,2014-10-28,19:03:16,Z,28524786,DIA,[u'suggested'],3194,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
91,"['$ZOES', 'sentiment', 'on', 'StockTwits', 'is', '100', 'bullish', 'Except', 'for', 'me', 'of', 'course']",T,2014-10-28,19:02:48,Z,28524757,ZOES,"[u'suggested', u'official']",26478,86830,Fundamental,"[u'Equities', u'Options', u'Private Companies']",Professional,Position Trader,bbolan1
92,"['sold', 'half', 'of', '$IWM']",T,2014-10-28,19:02:27,Z,28524726,IWM,"[u'suggested', u'official']",4177,25977,Technical,"[u'Equities', u'Options', u'Forex', u'Futures', u'Private Companies']",Professional,Swing Trader,alextarhini_
93,"['$SPY', 'HOD', 'whee']",T,2014-10-28,19:01:50,Z,28524671,SPY,[u'suggested'],3193,16880,Technical,"[u'Equities', u'Options']",Intermediate,Swing Trader,BeckyHiu
94,"['$spy', 'update', 'with', 'levels', 'amp', 'thoughts', 'as', 'markets', 'extend', 'higher']",T,2014-10-28,19:01:38,Z,28524653,SPY,"[u'suggested', u'official']",23521,127912,Technical,"[u'Equities', u'Options']",Professional,Swing Trader,RedDogT3
95,"['Attiva', 'Capital', 'says', 'Doral', 'Financial', '$DRL', 'shares', 'are', 'undervalued', 'and', 'reports', '8729', 'Doral', 'Financial', 'stake']",T,2014-10-28,19:01:20,Z,28524628,DRL,"[u'suggested', u'official']",35940,223547,Global Macro,"[u'Equities', u'Options', u'Forex', u'Futures', u'Bonds']",Professional,Day Trader,FinancialJuice
